罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2023[sanitize]05[sanitize]12,01,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町６丁目,2023[sanitize]11[sanitize]03,19,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府３丁目,2023[sanitize]05[sanitize]02,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2023[sanitize]10[sanitize]29,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2022[sanitize]11[sanitize]20,17,その他,その他,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2023[sanitize]02[sanitize]08,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2023[sanitize]09[sanitize]13,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2023[sanitize]02[sanitize]20,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台４丁目,2023[sanitize]09[sanitize]21,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台４丁目,2023[sanitize]11[sanitize]17,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,岩岡町古郷,2023[sanitize]08[sanitize]22,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,大沢１丁目,2023[sanitize]12[sanitize]13,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,2023[sanitize]04[sanitize]25,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,岩岡,281115,兵庫県,神戸市西区,岩岡町印路,2023[sanitize]11[sanitize]10,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2023[sanitize]06[sanitize]10,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2023[sanitize]08[sanitize]29,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2023[sanitize]10[sanitize]28,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町潤和,2023[sanitize]12[sanitize]20,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台１丁目,2023[sanitize]06[sanitize]04,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,持子３丁目,2023[sanitize]06[sanitize]15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町栄,2023[sanitize]06[sanitize]26,12,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町３丁目,2023[sanitize]02[sanitize]07,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町寺谷,2023[sanitize]10[sanitize]20,16,その他,その他,タイヤ・ホイール
窃盗,部品ねらい,神戸西,狩場台,281115,兵庫県,神戸市西区,狩場台１丁目,2023[sanitize]08[sanitize]12,11,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町小束野,2023[sanitize]08[sanitize]18,20,その他,その他,その他
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町小束野,2023[sanitize]12[sanitize]14,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町東,2022[sanitize]11[sanitize]01,12,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,西戸田,281115,兵庫県,神戸市西区,平野町中津,2023[sanitize]10[sanitize]28,19,その他,駐車（輪）場,カーナビ
窃盗,部品ねらい,有馬,上小名田,281093,兵庫県,神戸市北区,八多町上小名田,2023[sanitize]04[sanitize]02,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,上小名田,281093,兵庫県,神戸市北区,八多町下小名田,2023[sanitize]04[sanitize]15,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,二郎,281093,兵庫県,神戸市北区,有野中町４丁目,2023[sanitize]03[sanitize]02,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,二郎,281093,兵庫県,神戸市北区,有野中町４丁目,2023[sanitize]12[sanitize]20,07,その他,駐車（輪）場,その他
窃盗,部品ねらい,有馬,唐櫃,281093,兵庫県,神戸市北区,有野町唐櫃,2023[sanitize]04[sanitize]18,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,大池,281093,兵庫県,神戸市北区,西大池２丁目,2023[sanitize]08[sanitize]31,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野町有野,2023[sanitize]05[sanitize]29,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町５丁目,2023[sanitize]05[sanitize]19,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町５丁目,2023[sanitize]05[sanitize]21,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町５丁目,2023[sanitize]08[sanitize]30,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台中町６丁目,2023[sanitize]08[sanitize]30,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台南町４丁目,2023[sanitize]04[sanitize]30,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野台,281093,兵庫県,神戸市北区,有野台６丁目,2023[sanitize]02[sanitize]22,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,生野,281093,兵庫県,神戸市北区,道場町塩田,2023[sanitize]08[sanitize]03,09,その他,その他,その他
窃盗,部品ねらい,有馬,道場,281093,兵庫県,神戸市北区,道場町日下部,2023[sanitize]08[sanitize]14,21,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,,2023[sanitize]04[sanitize]18,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,長尾町上津,2023[sanitize]04[sanitize]01,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町２丁目,2023[sanitize]02[sanitize]24,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町２丁目,2023[sanitize]05[sanitize]03,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町２丁目,2023[sanitize]05[sanitize]04,23,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町２丁目,2023[sanitize]06[sanitize]20,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町３丁目,2023[sanitize]04[sanitize]20,08,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町５丁目,2023[sanitize]08[sanitize]11,20,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台南町１丁目,2023[sanitize]04[sanitize]17,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,北五葉５丁目,2023[sanitize]06[sanitize]01,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,松宮台２丁目,2023[sanitize]07[sanitize]30,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,宮川,282065,兵庫県,芦屋市,春日町,2023[sanitize]11[sanitize]09,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,岩園,282065,兵庫県,芦屋市,岩園町,2023[sanitize]02[sanitize]03,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,大東町,2023[sanitize]09[sanitize]04,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,清水町,2023[sanitize]07[sanitize]29,23,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,業平町,2023[sanitize]05[sanitize]12,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,浜芦屋,282065,兵庫県,芦屋市,呉川町,2023[sanitize]09[sanitize]11,09,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,大原町,2023[sanitize]10[sanitize]26,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,船戸町,2023[sanitize]11[sanitize]29,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]07[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,陽光町,2023[sanitize]08[sanitize]03,10,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,仁川町６丁目,2023[sanitize]08[sanitize]19,17,その他,その他,その他
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,中島町,2023[sanitize]09[sanitize]29,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,松並町,2023[sanitize]10[sanitize]28,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,今津曙町,2023[sanitize]10[sanitize]06,14,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,北口西,282049,兵庫県,西宮市,南昭和町,2023[sanitize]06[sanitize]16,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,西宮,北口西,282049,兵庫県,西宮市,南昭和町,2023[sanitize]10[sanitize]10,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,名塩,282049,兵庫県,西宮市,名塩新町,2023[sanitize]10[sanitize]01,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,相生町,2023[sanitize]07[sanitize]14,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,高塚町,2023[sanitize]05[sanitize]17,10,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,羽衣町,2023[sanitize]03[sanitize]25,14,道路上,その他,その他
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町中野３丁目,2023[sanitize]03[sanitize]17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町船坂,2023[sanitize]04[sanitize]17,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,久保町,2023[sanitize]01[sanitize]05,06,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,産所町,2023[sanitize]09[sanitize]30,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,田中町,2023[sanitize]04[sanitize]28,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2023[sanitize]01[sanitize]12,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2023[sanitize]08[sanitize]05,21,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2023[sanitize]09[sanitize]08,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,和上町,2023[sanitize]01[sanitize]10,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲武橋,282049,兵庫県,西宮市,段上町８丁目,2023[sanitize]06[sanitize]30,06,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲武橋,282049,兵庫県,西宮市,樋ノ口町２丁目,2023[sanitize]02[sanitize]01,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園東山町,2023[sanitize]08[sanitize]04,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園目神山町,2023[sanitize]01[sanitize]25,19,一戸建住宅,その他,タイヤ・ホイール
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,東町１丁目,2023[sanitize]10[sanitize]06,21,道路上,その他,その他
窃盗,部品ねらい,西宮,芦原,282049,兵庫県,西宮市,神明町,2023[sanitize]04[sanitize]29,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高畑町,2023[sanitize]10[sanitize]20,00,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2023[sanitize]01[sanitize]26,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門稲荷町,2023[sanitize]09[sanitize]15,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,松原町,2023[sanitize]07[sanitize]25,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,越木岩,282049,兵庫県,西宮市,毘沙門町,2023[sanitize]03[sanitize]24,22,一戸建住宅,その他,その他
窃盗,部品ねらい,西宮,越木岩,282049,兵庫県,西宮市,南越木岩町,2023[sanitize]04[sanitize]01,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,上田中町,2023[sanitize]09[sanitize]25,05,その他,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,上田中町,2023[sanitize]11[sanitize]12,23,道路上,その他,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,上甲子園１丁目,2023[sanitize]10[sanitize]13,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園二番町,2023[sanitize]09[sanitize]13,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口３丁目,2023[sanitize]10[sanitize]11,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口４丁目,2022[sanitize]12[sanitize]29,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口６丁目,2023[sanitize]11[sanitize]02,11,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園高潮町,2023[sanitize]12[sanitize]19,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,浜甲子園４丁目,2022[sanitize]12[sanitize]28,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松町２丁目,2023[sanitize]06[sanitize]21,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,2023[sanitize]11[sanitize]26,19,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,2023[sanitize]09[sanitize]06,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,2023[sanitize]05[sanitize]07,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2022[sanitize]12[sanitize]31,15,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2023[sanitize]04[sanitize]25,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜２丁目,2023[sanitize]09[sanitize]25,18,道路上,その他,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2023[sanitize]01[sanitize]22,12,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2023[sanitize]08[sanitize]06,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,道意町５丁目,2023[sanitize]02[sanitize]24,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町１丁目,2023[sanitize]04[sanitize]07,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町２丁目,2023[sanitize]07[sanitize]31,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田北通２丁目,2023[sanitize]10[sanitize]09,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通２丁目,2023[sanitize]08[sanitize]29,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和通３丁目,2023[sanitize]03[sanitize]22,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和通３丁目,2023[sanitize]04[sanitize]24,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和南通４丁目,2023[sanitize]10[sanitize]09,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,末広町２丁目,2023[sanitize]06[sanitize]16,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,2023[sanitize]01[sanitize]09,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,2023[sanitize]02[sanitize]03,12,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,2023[sanitize]06[sanitize]09,12,その他,その他,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2023[sanitize]03[sanitize]30,08,道路上,その他,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2023[sanitize]10[sanitize]03,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町３丁目,2023[sanitize]02[sanitize]26,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,竹谷町２丁目,2023[sanitize]11[sanitize]29,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,西高洲町,2018[sanitize]06[sanitize]22,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,南竹谷町１丁目,2023[sanitize]10[sanitize]02,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,南竹谷町２丁目,2023[sanitize]02[sanitize]21,22,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,南竹谷町２丁目,2023[sanitize]11[sanitize]17,17,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘２丁目,2023[sanitize]06[sanitize]21,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘２丁目,2023[sanitize]11[sanitize]22,16,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町２丁目,2023[sanitize]05[sanitize]15,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北３丁目,2023[sanitize]04[sanitize]08,06,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通４丁目,2023[sanitize]12[sanitize]01,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島１丁目,2023[sanitize]06[sanitize]18,06,道路上,その他,その他
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北城内,2023[sanitize]08[sanitize]08,13,その他,その他,その他
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北大物町,2023[sanitize]02[sanitize]19,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,昭和通２丁目,2023[sanitize]07[sanitize]22,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,蓬川町,2019[sanitize]05[sanitize]01,09,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2022[sanitize]12[sanitize]23,00,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉荘３丁目,2023[sanitize]08[sanitize]25,23,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町３丁目,2023[sanitize]01[sanitize]13,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,玄番北之町,2023[sanitize]03[sanitize]21,19,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,南竹谷町２丁目,2023[sanitize]02[sanitize]24,23,道路上,その他,その他
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町１丁目,2023[sanitize]04[sanitize]20,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町２丁目,2023[sanitize]04[sanitize]21,19,その他,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町３丁目,2023[sanitize]04[sanitize]21,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町５丁目,2023[sanitize]06[sanitize]10,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町６丁目,2023[sanitize]07[sanitize]28,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2021[sanitize]06[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2023[sanitize]09[sanitize]17,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]10[sanitize]28,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2023[sanitize]10[sanitize]08,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]07[sanitize]04,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺１丁目,2023[sanitize]10[sanitize]16,08,駐車（輪）場,駐車（輪）場,その他
