罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,西脇,杉原谷,283657,兵庫県,多可町,加美区山口,2020/3/31,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町河原,2020/6/26,20,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,加古川,日岡,282103,兵庫県,加古川市,加古川町大野,2020/9/24,20,その他,その他,施錠した,なし
窃盗,車上ねらい,加古川,日岡,282103,兵庫県,加古川市,加古川町大野,2020/11/8,23,道路上,その他,施錠した,あり
窃盗,車上ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町池田,2020/10/5,8,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町安田,2020/2/28,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,野口,282103,兵庫県,加古川市,野口町良野,2020/2/18,8,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,別府,282103,兵庫県,加古川市,別府町新野辺北町８丁目,2020/3/28,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2020/2/19,0,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町一色西２丁目,2020/10/24,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,加古川,稲美,283819,兵庫県,稲美町,国岡３丁目,2020/9/19,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,稲美,283819,兵庫県,稲美町,国岡３丁目,2020/9/19,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,稲美,283819,兵庫県,稲美町,国岡６丁目,2020/9/13,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,稲美,283819,兵庫県,稲美町,中村,2020/8/7,16,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,稲美,283819,兵庫県,稲美町,中村,2020/9/2,16,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,稲美,283819,兵庫県,稲美町,中村,2020/10/16,12,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,八幡,282103,兵庫県,加古川市,八幡町宗佐,2020/3/21,14,その他,その他,施錠した,あり
窃盗,車上ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町里,2020/1/1,9,その他,その他,施錠した,なし
窃盗,車上ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町里,2020/4/4,5,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町中山,2019/12/31,10,その他,その他,施錠した,あり
窃盗,車上ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町中山,2020/4/19,6,道路上,その他,施錠した,あり
窃盗,車上ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町中山,2020/5/1,4,道路上,その他,施錠した,なし
窃盗,車上ねらい,加古川,神吉,282103,兵庫県,加古川市,西神吉町岸,2020/3/12,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,志方東,282103,兵庫県,加古川市,志方町廣尾,2020/4/18,16,その他,その他,施錠した,なし
窃盗,車上ねらい,加古川,新神野,282103,兵庫県,加古川市,新神野５丁目,2020/3/12,15,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,新神野,282103,兵庫県,加古川市,新神野７丁目,2020/3/12,14,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,稲美東,283819,兵庫県,稲美町,下草谷,2019/12/28,7,その他,その他,施錠した,なし
窃盗,車上ねらい,加古川,野添,283827,兵庫県,播磨町,西野添４丁目,2020/6/21,18,道路上,その他,施錠した,なし
窃盗,車上ねらい,加古川,野添,283827,兵庫県,播磨町,南野添２丁目,2020/12/1,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,加古川,県農前,282103,兵庫県,加古川市,野口町水足,2020/1/15,10,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高砂,伊保,282162,兵庫県,高砂市,松陽４丁目,2020/12/2,16,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高砂,伊保,282162,兵庫県,高砂市,梅井６丁目,2020/3/21,6,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高砂,伊保,282162,兵庫県,高砂市,高須,2020/8/13,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高砂,米田,282162,兵庫県,高砂市,米田町米田,2020/9/19,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高砂,米田,282162,兵庫県,高砂市,米田町米田新,2020/8/5,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高砂,米田,282162,兵庫県,高砂市,米田団地,2020/8/10,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,姫路,姫路駅南,282014,兵庫県,姫路市,北条,2020/1/10,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,姫路,城南,282014,兵庫県,姫路市,龍野町３丁目,2020/3/20,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,姫路,城南,282014,兵庫県,姫路市,元町,2020/3/18,12,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,姫路,八代,282014,兵庫県,姫路市,新在家本町１丁目,2020/3/11,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,姫路,岡町,282014,兵庫県,姫路市,柳町,2020/12/1,14,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,姫路,花田,282014,兵庫県,姫路市,花田町上原田,2020/12/16,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,姫路,八重畑,282014,兵庫県,姫路市,飾東町八重畑,2020/2/7,7,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,姫路,御蔭,282014,兵庫県,姫路市,豊富町神谷,2020/2/4,13,道路上,その他,施錠した,あり
窃盗,車上ねらい,姫路,船津,282014,兵庫県,姫路市,船津町,2020/5/12,16,道路上,その他,施錠した,あり
窃盗,車上ねらい,姫路,飾西,282014,兵庫県,姫路市,青山１丁目,2020/8/18,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,姫路,杉之内,282014,兵庫県,姫路市,夢前町前之庄,2020/1/15,16,道路上,その他,施錠した,あり
窃盗,車上ねらい,姫路,林田,282014,兵庫県,姫路市,林田町久保,2020/12/20,14,その他,その他,施錠した,あり
窃盗,車上ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町土師,2020/10/19,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町溝口,2020/8/5,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,飾磨,東山,282014,兵庫県,姫路市,継,2020/4/3,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区上野田４丁目,2020/2/3,2,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,飾磨,清水,282014,兵庫県,姫路市,飾磨区中島１丁目,2020/10/18,3,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,宮,282014,兵庫県,姫路市,飾磨区恵美酒,2020/11/10,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,手柄,282014,兵庫県,姫路市,飯田,2020/3/22,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,手柄,282014,兵庫県,姫路市,飯田,2020/3/22,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,手柄,282014,兵庫県,姫路市,飯田３丁目,2020/3/23,1,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,手柄,282014,兵庫県,姫路市,西延末,2020/11/20,11,道路上,その他,施錠した,あり
窃盗,車上ねらい,飾磨,今宿,282014,兵庫県,姫路市,下手野２丁目,2020/10/17,14,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,今宿,282014,兵庫県,姫路市,山吹２丁目,2020/6/14,17,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,飾磨,御国野,282014,兵庫県,姫路市,御国野町御着,2020/6/8,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,井ノ口,282014,兵庫県,姫路市,岡田,2020/3/22,12,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,飾磨,井ノ口,282014,兵庫県,姫路市,苫編南２丁目,2020/12/20,2,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,網干,網干駅前,282014,兵庫県,姫路市,網干区坂上,2020/10/17,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,網干,網干駅前,282014,兵庫県,姫路市,網干区坂出,2020/12/21,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,網干,吉美,282014,兵庫県,姫路市,大津区真砂町,2020/8/28,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,網干,広畑,282014,兵庫県,姫路市,広畑区長町２丁目,2020/5/28,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,網干,八幡,282014,兵庫県,姫路市,広畑区蒲田４丁目,2020/9/2,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福崎,福崎駅前,284432,兵庫県,福崎町,福崎新,2019/12/31,10,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福崎,福崎東,284432,兵庫県,福崎町,南田原,2020/6/10,13,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,たつの,本龍野駅前,282294,兵庫県,たつの市,龍野町富永,2020/1/11,8,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,たつの,神部,282294,兵庫県,たつの市,揖保川町正條,2020/10/18,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,たつの,河内,282294,兵庫県,たつの市,揖保川町馬場,2020/1/17,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,たつの,斑鳩,284645,兵庫県,太子町,糸井,2020/10/17,8,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,たつの,斑鳩,284645,兵庫県,太子町,東保,2020/9/22,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,佐用,佐用,285013,兵庫県,佐用町,長尾,2020/3/6,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,佐用,福吉,285013,兵庫県,佐用町,金屋,2020/7/6,10,その他,その他,施錠した,あり
窃盗,車上ねらい,宍粟,戸原,282278,兵庫県,宍粟市,山崎町川戸,2020/7/12,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,宍粟,高下,282278,兵庫県,宍粟市,山崎町高下,2020/1/15,14,その他,その他,施錠した,なし
窃盗,車上ねらい,朝来,矢名瀬,282251,兵庫県,朝来市,山東町末歳,2020/2/20,15,道路上,その他,施錠した,あり
窃盗,車上ねらい,朝来,上早田,282251,兵庫県,朝来市,山東町粟鹿,2020/6/6,15,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,朝来,竹田,282251,兵庫県,朝来市,和田山町竹田,2020/1/13,13,道路上,その他,施錠した,なし
窃盗,車上ねらい,朝来,朝来,282251,兵庫県,朝来市,新井,2020/12/9,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,朝来,立野,282251,兵庫県,朝来市,立野,2020/3/31,13,道路上,その他,施錠した,あり
窃盗,車上ねらい,養父,広谷,282227,兵庫県,養父市,十二所,2020/4/17,15,道路上,その他,施錠した,あり
窃盗,車上ねらい,豊岡南,神美,282090,兵庫県,豊岡市,三宅,2020/1/23,6,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,淡路,仮屋,282260,兵庫県,淡路市,久留麻,2020/4/8,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,南あわじ,青木,282243,兵庫県,南あわじ市,賀集野田,2020/11/19,0,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南あわじ,青木,282243,兵庫県,南あわじ市,神代喜来,2020/3/27,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南あわじ,慶野,282243,兵庫県,南あわじ市,松帆櫟田,2020/2/26,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南あわじ,慶野,282243,兵庫県,南あわじ市,松帆江尻,2020/4/7,23,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南あわじ,湊,282243,兵庫県,南あわじ市,湊,2020/12/14,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南あわじ,津井,282243,兵庫県,南あわじ市,津井,2020/3/2,7,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小野,河合,282189,兵庫県,小野市,河合西町,2020/1/7,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,小野,栗生,282189,兵庫県,小野市,粟生町,2020/3/25,15,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,小野,栗生,282189,兵庫県,小野市,粟生町,2020/5/29,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小野,栗生,282189,兵庫県,小野市,粟生町,2020/6/30,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,小野,小野駅前,282189,兵庫県,小野市,王子町,2020/1/25,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,小野,小野駅前,282189,兵庫県,小野市,王子町,2020/3/12,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,小野,小野駅前,282189,兵庫県,小野市,浄谷町,2020/5/4,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,小野,小野駅前,282189,兵庫県,小野市,浄谷町,2020/11/10,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,小野,小野駅前,282189,兵庫県,小野市,中町,2020/6/8,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,小野,小田,282189,兵庫県,小野市,万勝寺町,2020/4/11,14,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,小野,小田,282189,兵庫県,小野市,万勝寺町,2020/12/16,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,小野,小田,282189,兵庫県,小野市,脇本町,2020/7/25,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,三田,三田駅前,282197,兵庫県,三田市,桑原,2020/12/8,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,三田,三田駅前,282197,兵庫県,三田市,中央町,2020/2/5,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,三田,広野,282197,兵庫県,三田市,下内神,2020/12/16,8,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,三田,志手原,282197,兵庫県,三田市,志手原,2020/2/2,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,三田,あいの里,282197,兵庫県,三田市,西相野,2020/7/21,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,三田,四ツ辻,282197,兵庫県,三田市,東本庄,2020/11/14,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,三田,ウッディタウン中央,282197,兵庫県,三田市,けやき台３丁目,2020/6/4,5,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東灘,深江,281018,兵庫県,神戸市東灘区,深江北町１丁目,2020/6/5,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,深江,281018,兵庫県,神戸市東灘区,深江南町４丁目,2020/8/24,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,森,281018,兵庫県,神戸市東灘区,本庄町２丁目,2020/10/4,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,東灘,森,281018,兵庫県,神戸市東灘区,本庄町３丁目,2020/1/21,1,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東灘,森,281018,兵庫県,神戸市東灘区,森北町２丁目,2020/2/10,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,森,281018,兵庫県,神戸市東灘区,森北町４丁目,2020/10/18,11,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,東灘,田中,281018,兵庫県,神戸市東灘区,甲南町３丁目,2020/3/23,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木１丁目,2020/11/29,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木２丁目,2020/4/10,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木６丁目,2020/7/30,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木３丁目,2020/1/29,0,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,本山南町４丁目,2020/9/19,18,その他,その他,施錠せず,あり
窃盗,車上ねらい,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町２丁目,2020/3/2,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎浜町,2020/3/20,7,その他,その他,施錠せず,あり
窃盗,車上ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2020/7/20,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町４丁目,2020/11/7,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,魚崎西町１丁目,2020/2/19,12,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,魚崎西町４丁目,2020/5/12,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,住吉南町１丁目,2020/6/3,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,御影本町２丁目,2020/7/4,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影石町２丁目,2020/2/29,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町３丁目,2020/2/7,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町３丁目,2020/4/27,9,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町４丁目,2020/2/15,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町５丁目,2020/12/1,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影本町６丁目,2020/10/31,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,徳井,281026,兵庫県,神戸市灘区,中郷町２丁目,2020/3/17,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,徳井,281026,兵庫県,神戸市灘区,大和町１丁目,2020/10/22,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,八幡,281026,兵庫県,神戸市灘区,永手町３丁目,2020/4/15,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,六甲,281026,兵庫県,神戸市灘区,稗原町１丁目,2020/8/3,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,六甲,281026,兵庫県,神戸市灘区,六甲町２丁目,2020/11/11,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,灘,赤坂,281026,兵庫県,神戸市灘区,高尾通４丁目,2020/4/26,16,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,灘,桜口,281026,兵庫県,神戸市灘区,新在家北町１丁目,2020/6/7,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,灘,桜口,281026,兵庫県,神戸市灘区,友田町５丁目,2020/8/19,2,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,桜口,281026,兵庫県,神戸市灘区,友田町５丁目,2020/12/21,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,灘,桜口,281026,兵庫県,神戸市灘区,永手町４丁目,2020/3/21,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,灘,西灘,281026,兵庫県,神戸市灘区,岩屋北町４丁目,2020/8/28,1,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,灘,西灘,281026,兵庫県,神戸市灘区,灘浜町,2020/11/28,2,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,旗塚通５丁目,2020/3/6,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通４丁目,2020/8/19,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,筒井町１丁目,2020/4/14,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,筒井町１丁目,2020/7/30,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通１丁目,2020/10/26,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通２丁目,2020/11/20,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通２丁目,2020/11/22,8,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,生田町１丁目,2020/3/29,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,生田町４丁目,2020/6/12,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,琴ノ緒町４丁目,2020/2/3,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,二宮町４丁目,2020/2/20,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,布引町１丁目,2020/3/3,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,布引町４丁目,2020/3/26,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,旭通３丁目,2020/2/27,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,磯辺通４丁目,2020/10/5,5,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通６丁目,2020/9/26,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通６丁目,2020/9/28,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通６丁目,2020/10/14,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通６丁目,2020/11/14,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,雲井通６丁目,2020/11/10,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,御幸通２丁目,2020/12/12,3,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,南本町通３丁目,2020/10/2,1,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町３丁目,2020/9/21,0,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,生田,,281107,兵庫県,神戸市中央区,脇浜海岸通３丁目,2020/12/18,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町１丁目,2020/2/1,4,道路上,その他,施錠せず,なし
窃盗,車上ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,2020/1/16,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,諏訪山,281107,兵庫県,神戸市中央区,再度筋町,2020/2/1,4,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,諏訪山,281107,兵庫県,神戸市中央区,山本通４丁目,2020/11/1,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,加納町３丁目,2020/1/27,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,加納町４丁目,2020/8/31,3,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通１丁目,2020/5/12,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通２丁目,2020/11/4,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,中山手通１丁目,2020/3/15,1,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,中山手通１丁目,2020/3/20,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,中山手通１丁目,2020/9/13,5,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,中山手通３丁目,2020/9/13,3,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町１丁目,2020/10/7,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町１丁目,2020/10/31,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
