罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木２丁目,20240629,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木３丁目,20240116,12,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木３丁目,20240928,16,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木４丁目,20240113,8,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木４丁目,20240211,10,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木４丁目,20240220,16,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木５丁目,20240610,11,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木５丁目,20241009,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木５丁目,20241009,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木５丁目,20241022,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木６丁目,20240206,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木６丁目,20240206,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木６丁目,20241005,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木１丁目,20240402,8,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木１丁目,20240714,20,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木１丁目,20241008,13,４階建て以上共同住宅,その他,65-69歳,その他,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木２丁目,20240618,19,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木２丁目,20240926,22,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木２丁目,20241027,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木２丁目,20241106,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木２丁目,20241215,21,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木３丁目,20240909,16,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木３丁目,20241102,11,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木３丁目,20241108,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木４丁目,20240304,14,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木４丁目,20240703,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,北青木４丁目,20240811,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,本山中町４丁目,20240310,14,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,本山南町３丁目,20230829,15,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町１丁目,20241009,10,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町５丁目,20240714,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町５丁目,20241027,21,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町６丁目,20240622,18,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町６丁目,20240711,16,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町６丁目,20240907,19,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町６丁目,20241022,16,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町８丁目,20241204,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町１丁目,20241105,15,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町２丁目,20240131,20,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町２丁目,20241022,6,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町４丁目,20240120,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町４丁目,20240522,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町４丁目,20240610,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町４丁目,20241018,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町４丁目,20241016,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎浜町,20231223,18,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町１丁目,20241122,17,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20240428,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20240710,1,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20240919,20,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20240925,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20241102,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20241114,11,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,20241113,19,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町３丁目,20240213,22,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町３丁目,20240905,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町５丁目,20240209,18,駐車（輪）場,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町５丁目,20240414,16,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町５丁目,20240813,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町７丁目,20240410,21,４階建て以上共同住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町７丁目,20240531,12,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町７丁目,20240904,9,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町８丁目,20240709,16,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町８丁目,20241005,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町８丁目,20241127,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町２丁目,20240803,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町２丁目,20241017,13,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町４丁目,20240911,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町５丁目,20240124,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町５丁目,20241017,8,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町２丁目,20240515,14,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町２丁目,20240830,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町４丁目,20240224,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町４丁目,20240512,15,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町４丁目,20241204,17,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町５丁目,20240823,21,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町６丁目,20240711,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240217,10,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240607,18,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240611,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240615,16,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240814,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240823,7,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20240923,15,駐車（輪）場,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町１丁目,20241011,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
