罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通３丁目,2021[sanitize]01[sanitize]05,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,松本通６丁目,2021[sanitize]05[sanitize]26,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2021[sanitize]04[sanitize]25,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2021[sanitize]04[sanitize]18,12,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2021[sanitize]05[sanitize]14,10,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2021[sanitize]11[sanitize]04,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町１丁目,2020[sanitize]12[sanitize]31,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2021[sanitize]02[sanitize]11,00,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2021[sanitize]05[sanitize]26,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,菊水町９丁目,2021[sanitize]04[sanitize]07,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,上池田,281069,兵庫県,神戸市長田区,上池田３丁目,2021[sanitize]08[sanitize]10,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町５丁目,2021[sanitize]01[sanitize]06,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町７丁目,2021[sanitize]03[sanitize]21,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,長田,久保,281069,兵庫県,神戸市長田区,庄田町２丁目,2021[sanitize]10[sanitize]29,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,名倉,281069,兵庫県,神戸市長田区,明泉寺町２丁目,2021[sanitize]03[sanitize]17,12,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,長田,名倉,281069,兵庫県,神戸市長田区,明泉寺町３丁目,2021[sanitize]11[sanitize]16,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,長田,大谷,281069,兵庫県,神戸市長田区,蓮池町,2021[sanitize]07[sanitize]24,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,長田,大谷,281069,兵庫県,神戸市長田区,御船通３丁目,2021[sanitize]07[sanitize]10,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,長田,寺池,281069,兵庫県,神戸市長田区,大丸町２丁目,2021[sanitize]11[sanitize]23,17,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,長田,平和台,281069,兵庫県,神戸市長田区,高取山町２丁目,2021[sanitize]04[sanitize]23,22,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,一番町５丁目,2021[sanitize]06[sanitize]09,13,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,北町１丁目,2021[sanitize]04[sanitize]16,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,北町１丁目,2021[sanitize]10[sanitize]28,21,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,なし
窃盗,車上ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,大橋町６丁目,2021[sanitize]12[sanitize]04,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,川西通３丁目,2021[sanitize]04[sanitize]15,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,戸崎通２丁目,2021[sanitize]05[sanitize]24,09,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,戸崎通３丁目,2021[sanitize]03[sanitize]03,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,戸崎通３丁目,2021[sanitize]03[sanitize]18,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,戸崎通３丁目,2021[sanitize]08[sanitize]07,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,松野通３丁目,2021[sanitize]11[sanitize]13,21,その他,その他,施錠せず,なし
窃盗,車上ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池新町,2021[sanitize]02[sanitize]15,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池町３丁目,2021[sanitize]12[sanitize]04,21,道路上,その他,施錠した,あり
窃盗,車上ねらい,長田,野田,281069,兵庫県,神戸市長田区,海運町４丁目,2021[sanitize]03[sanitize]19,21,道路上,その他,施錠した,なし
窃盗,車上ねらい,長田,野田,281069,兵庫県,神戸市長田区,海運町８丁目,2021[sanitize]02[sanitize]03,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,長田,野田,281069,兵庫県,神戸市長田区,久保町１０丁目,2021[sanitize]12[sanitize]12,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,長田,野田,281069,兵庫県,神戸市長田区,浪松町４丁目,2021[sanitize]11[sanitize]08,07,その他,その他,施錠せず,あり
窃盗,車上ねらい,長田,野田,281069,兵庫県,神戸市長田区,浪松町６丁目,2021[sanitize]03[sanitize]16,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,長田,長田,281069,兵庫県,神戸市長田区,大塚町１丁目,2021[sanitize]02[sanitize]23,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,長田,長田,281069,兵庫県,神戸市長田区,大塚町８丁目,2021[sanitize]02[sanitize]16,11,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町７丁目,2021[sanitize]04[sanitize]20,01,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町４丁目,2021[sanitize]09[sanitize]01,17,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町４丁目,2021[sanitize]12[sanitize]24,00,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,戎町２丁目,2021[sanitize]03[sanitize]06,08,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,あり
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,戎町５丁目,2021[sanitize]10[sanitize]21,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合１丁目,2021[sanitize]01[sanitize]22,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2021[sanitize]08[sanitize]31,22,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,須磨,多井畑,281077,兵庫県,神戸市須磨区,多井畑字柳ケ谷,2021[sanitize]12[sanitize]10,11,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,板宿町２丁目,2021[sanitize]09[sanitize]06,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,飛松町３丁目,2021[sanitize]08[sanitize]20,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町２丁目,2021[sanitize]11[sanitize]23,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,須磨,横尾,281077,兵庫県,神戸市須磨区,横尾１丁目,2021[sanitize]02[sanitize]06,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,須磨,白川台,281077,兵庫県,神戸市須磨区,東白川台３丁目,2021[sanitize]09[sanitize]25,16,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,須磨,菅の台,281077,兵庫県,神戸市須磨区,友が丘６丁目,2021[sanitize]09[sanitize]17,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,須磨浦通３丁目,2021[sanitize]11[sanitize]25,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,天神町５丁目,2021[sanitize]02[sanitize]03,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2021[sanitize]03[sanitize]30,02,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山本町１丁目,2021[sanitize]02[sanitize]22,09,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,2021[sanitize]09[sanitize]12,07,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,2021[sanitize]10[sanitize]08,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞町,2021[sanitize]01[sanitize]10,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,2021[sanitize]09[sanitize]14,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台２丁目,2021[sanitize]08[sanitize]25,16,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町２丁目,2021[sanitize]01[sanitize]10,18,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2021[sanitize]03[sanitize]04,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2021[sanitize]03[sanitize]29,14,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2021[sanitize]12[sanitize]08,08,その他,その他,施錠せず,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島南町１丁目,2021[sanitize]12[sanitize]15,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,2021[sanitize]11[sanitize]26,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,新港町,2021[sanitize]08[sanitize]15,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2021[sanitize]06[sanitize]22,16,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2021[sanitize]06[sanitize]22,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,水谷１丁目,2021[sanitize]03[sanitize]08,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,水谷２丁目,2021[sanitize]06[sanitize]28,11,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町５丁目,2021[sanitize]01[sanitize]31,16,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町６丁目,2021[sanitize]01[sanitize]15,16,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町上脇,2021[sanitize]03[sanitize]01,00,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2021[sanitize]04[sanitize]13,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2021[sanitize]04[sanitize]29,06,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]01,07,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]01,11,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]01,15,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]01,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]01,20,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]01,21,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]05[sanitize]02,01,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2021[sanitize]06[sanitize]22,12,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和３丁目,2021[sanitize]06[sanitize]22,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2021[sanitize]05[sanitize]01,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2021[sanitize]05[sanitize]01,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2021[sanitize]05[sanitize]01,22,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2021[sanitize]06[sanitize]22,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2021[sanitize]05[sanitize]01,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2021[sanitize]06[sanitize]22,16,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,2021[sanitize]03[sanitize]25,14,その他,その他,施錠した,あり
窃盗,車上ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台５丁目,2021[sanitize]03[sanitize]24,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,出合,281115,兵庫県,神戸市西区,中野１丁目,2021[sanitize]11[sanitize]24,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,岩岡町西脇,2021[sanitize]08[sanitize]02,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡５丁目,2021[sanitize]10[sanitize]24,12,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町小寺,2021[sanitize]05[sanitize]01,17,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町小寺,2021[sanitize]05[sanitize]01,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町小寺,2021[sanitize]05[sanitize]01,22,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町布施畑,2021[sanitize]06[sanitize]04,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,2021[sanitize]04[sanitize]14,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町２丁目,2021[sanitize]06[sanitize]03,08,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町２丁目,2021[sanitize]06[sanitize]03,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町２丁目,2021[sanitize]06[sanitize]03,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町３丁目,2021[sanitize]06[sanitize]03,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町４丁目,2021[sanitize]06[sanitize]03,09,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町４丁目,2021[sanitize]06[sanitize]03,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2021[sanitize]06[sanitize]03,15,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2021[sanitize]06[sanitize]03,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2021[sanitize]06[sanitize]03,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2021[sanitize]06[sanitize]03,22,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,岩岡,281115,兵庫県,神戸市西区,岩岡町岩岡,2021[sanitize]10[sanitize]17,09,その他,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,平野町黒田,2021[sanitize]06[sanitize]14,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2021[sanitize]03[sanitize]14,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,枝吉５丁目,2021[sanitize]04[sanitize]07,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘中町３丁目,2021[sanitize]12[sanitize]09,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,二ツ屋１丁目,2021[sanitize]03[sanitize]19,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町勝成,2021[sanitize]08[sanitize]20,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,有馬,上小名田,281093,兵庫県,神戸市北区,京地４丁目,2021[sanitize]05[sanitize]23,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,有馬,唐櫃,281093,兵庫県,神戸市北区,有野町唐櫃,2021[sanitize]11[sanitize]04,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,有馬,大沢,281093,兵庫県,神戸市北区,大沢町上大沢,2021[sanitize]06[sanitize]07,09,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,有馬,有馬,281093,兵庫県,神戸市北区,有馬町,2021[sanitize]03[sanitize]19,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,有馬,有馬,281093,兵庫県,神戸市北区,有馬町,2021[sanitize]09[sanitize]09,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,生野,281093,兵庫県,神戸市北区,道場町生野,2021[sanitize]06[sanitize]14,11,その他,その他,施錠せず,あり
窃盗,車上ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台北町３丁目,2021[sanitize]09[sanitize]15,23,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台南町６丁目,2021[sanitize]12[sanitize]23,15,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉５丁目,2021[sanitize]04[sanitize]25,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,山田町小部字高橋,2021[sanitize]04[sanitize]25,18,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,山の街,281093,兵庫県,神戸市北区,山田町下谷上字南山,2021[sanitize]06[sanitize]03,09,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,山田町上谷上字鍛冶屋ノ上,2021[sanitize]06[sanitize]21,07,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,山田町上谷上字ふけ,2021[sanitize]07[sanitize]02,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,山田町下谷上字大橋,2021[sanitize]06[sanitize]20,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,山田町下谷上字芝床,2021[sanitize]05[sanitize]26,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,山田町下谷上字中段,2021[sanitize]06[sanitize]10,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上西町,2021[sanitize]05[sanitize]28,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上西町,2021[sanitize]09[sanitize]17,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台北町６丁目,2021[sanitize]04[sanitize]25,13,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台西町４丁目,2021[sanitize]04[sanitize]25,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町９丁目,2021[sanitize]09[sanitize]26,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,涼風町,2021[sanitize]08[sanitize]27,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,涼風町,2021[sanitize]12[sanitize]20,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,涼風町,2021[sanitize]12[sanitize]22,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,涼風町,2021[sanitize]12[sanitize]23,04,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,南浜町,2021[sanitize]07[sanitize]20,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,南浜町,2021[sanitize]12[sanitize]22,10,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,南浜町,2021[sanitize]12[sanitize]22,21,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,宮川,282065,兵庫県,芦屋市,楠町,2021[sanitize]10[sanitize]31,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,宮川,282065,兵庫県,芦屋市,宮塚町,2021[sanitize]07[sanitize]01,20,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,三条町,2021[sanitize]07[sanitize]20,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,東芦屋町,2021[sanitize]11[sanitize]21,20,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,岩園,282065,兵庫県,芦屋市,岩園町,2021[sanitize]07[sanitize]29,21,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,芦屋,打出,282065,兵庫県,芦屋市,浜町,2021[sanitize]09[sanitize]16,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,川西町,2021[sanitize]01[sanitize]22,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,川西町,2021[sanitize]07[sanitize]29,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,茶屋之町,2021[sanitize]08[sanitize]28,19,駐車（輪）場,駐車（輪）場,施錠した,なし
