罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,東灘,岡本,281018,兵庫県,神戸市東灘区,西岡本３丁目,2021[sanitize]08[sanitize]22,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町４丁目,2021[sanitize]03[sanitize]20,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原中町２丁目,2021[sanitize]09[sanitize]24,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,雲井通８丁目,2021[sanitize]08[sanitize]13,02,道路上,その他,キーあり,なし,なし
窃盗,自動車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町８丁目,2021[sanitize]08[sanitize]30,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,水笠,281069,兵庫県,神戸市長田区,西代通１丁目,2021[sanitize]11[sanitize]07,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町２丁目,2021[sanitize]02[sanitize]05,19,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,須磨,妙法寺,281077,兵庫県,神戸市須磨区,妙法寺字ぬめり石,2021[sanitize]10[sanitize]01,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,垂水,塩屋,281085,兵庫県,神戸市垂水区,下畑町,2020[sanitize]12[sanitize]30,14,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞町,2021[sanitize]08[sanitize]12,06,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞１丁目,2021[sanitize]05[sanitize]13,18,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2021[sanitize]10[sanitize]19,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府４丁目,2021[sanitize]01[sanitize]15,21,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,神戸西,出合,281115,兵庫県,神戸市西区,平野町中津,2021[sanitize]05[sanitize]24,09,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,神戸西,古郷,281115,兵庫県,神戸市西区,上新地２丁目,2021[sanitize]01[sanitize]25,21,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,神戸西,神出,281115,兵庫県,神戸市西区,神出町南,2021[sanitize]07[sanitize]17,17,その他,その他,キーあり,なし,その他
窃盗,自動車盗,芦屋,宮川,282065,兵庫県,芦屋市,打出小槌町,2021[sanitize]11[sanitize]23,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,芦屋,芦屋駅前,282065,兵庫県,芦屋市,親王塚町,2021[sanitize]08[sanitize]22,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,芦屋,高浜,282065,兵庫県,芦屋市,潮見町,2021[sanitize]11[sanitize]23,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,西宮,寿,282049,兵庫県,西宮市,分銅町,2021[sanitize]12[sanitize]22,11,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,山口,282049,兵庫県,西宮市,山口町上山口３丁目,2021[sanitize]02[sanitize]13,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,上田,282049,兵庫県,西宮市,上田中町,2021[sanitize]07[sanitize]15,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,2021[sanitize]06[sanitize]12,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,小松,282049,兵庫県,西宮市,若草町２丁目,2020[sanitize]12[sanitize]30,19,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2021[sanitize]07[sanitize]16,01,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2021[sanitize]12[sanitize]21,02,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,道意町３丁目,2021[sanitize]08[sanitize]28,17,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町１丁目,2021[sanitize]05[sanitize]30,09,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎南,中央,282022,兵庫県,尼崎市,昭和南通３丁目,2021[sanitize]11[sanitize]27,16,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎南,大庄,282022,兵庫県,尼崎市,大島３丁目,2021[sanitize]12[sanitize]14,21,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町２丁目,2020[sanitize]12[sanitize]26,09,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,西本町８丁目,2021[sanitize]07[sanitize]15,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,2021[sanitize]01[sanitize]28,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知１丁目,2021[sanitize]01[sanitize]14,04,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知１丁目,2021[sanitize]05[sanitize]31,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2021[sanitize]01[sanitize]24,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2021[sanitize]01[sanitize]30,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬南新町４丁目,2017[sanitize]12[sanitize]04,19,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,椎堂１丁目,2021[sanitize]05[sanitize]12,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町２丁目,2021[sanitize]01[sanitize]17,22,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町２丁目,2021[sanitize]11[sanitize]01,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町３丁目,2021[sanitize]01[sanitize]24,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町３丁目,2021[sanitize]08[sanitize]01,11,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町３丁目,2021[sanitize]08[sanitize]03,20,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎東,西長洲,282022,兵庫県,尼崎市,西長洲町２丁目,2021[sanitize]10[sanitize]12,20,駐車（輪）場,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,尼崎東,長洲,282022,兵庫県,尼崎市,金楽寺町２丁目,2021[sanitize]12[sanitize]17,00,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2021[sanitize]05[sanitize]04,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町１丁目,2021[sanitize]05[sanitize]05,02,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町４丁目,2021[sanitize]11[sanitize]01,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2021[sanitize]03[sanitize]02,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,新伊丹,282073,兵庫県,伊丹市,御願塚１丁目,2021[sanitize]10[sanitize]21,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻６丁目,2021[sanitize]03[sanitize]26,16,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞穂町６丁目,2021[sanitize]05[sanitize]01,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,荒牧,282073,兵庫県,伊丹市,荻野４丁目,2021[sanitize]03[sanitize]28,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,荒牧,282073,兵庫県,伊丹市,北野３丁目,2021[sanitize]09[sanitize]11,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川西,多田西,282171,兵庫県,川西市,錦松台,2021[sanitize]03[sanitize]01,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,大和,282171,兵庫県,川西市,大和西１丁目,2021[sanitize]01[sanitize]25,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,山下,282171,兵庫県,川西市,見野２丁目,2020[sanitize]12[sanitize]29,10,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,山下,282171,兵庫県,川西市,見野２丁目,2020[sanitize]12[sanitize]29,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,日の出,282171,兵庫県,川西市,滝山町,2021[sanitize]05[sanitize]12,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,日の出,282171,兵庫県,川西市,火打１丁目,2021[sanitize]05[sanitize]28,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川西,清和台,282171,兵庫県,川西市,清和台西４丁目,2021[sanitize]05[sanitize]10,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宝塚,仁川,282146,兵庫県,宝塚市,大成町,2021[sanitize]06[sanitize]06,20,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南４丁目,2021[sanitize]08[sanitize]07,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,宝塚南口,282146,兵庫県,宝塚市,武庫山２丁目,2021[sanitize]06[sanitize]21,15,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,宝塚,小浜,282146,兵庫県,宝塚市,小浜３丁目,2021[sanitize]10[sanitize]05,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,西山,282146,兵庫県,宝塚市,ゆずり葉台２丁目,2021[sanitize]08[sanitize]08,10,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,丹波,国領,282235,兵庫県,丹波市,春日町国領,2021[sanitize]05[sanitize]20,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,丹波,柏原駅前,282235,兵庫県,丹波市,柏原町母坪,2021[sanitize]01[sanitize]28,21,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,丹波,酒梨,282235,兵庫県,丹波市,市島町酒梨,2021[sanitize]03[sanitize]11,17,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,明石,八木,282031,兵庫県,明石市,大久保町八木,2021[sanitize]02[sanitize]18,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,朝霧町,282031,兵庫県,明石市,太寺３丁目,2021[sanitize]08[sanitize]19,10,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,三木,別所,282154,兵庫県,三木市,別所町高木,2021[sanitize]01[sanitize]21,13,その他,その他,キーなし,あり,特殊自動車
窃盗,自動車盗,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2021[sanitize]11[sanitize]22,23,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,加古川,土山,282103,兵庫県,加古川市,平岡町山之上,2021[sanitize]12[sanitize]24,15,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,加古川,志方,282103,兵庫県,加古川市,志方町投松,2021[sanitize]03[sanitize]19,17,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,日岡,282103,兵庫県,加古川市,加古川町中津,2021[sanitize]03[sanitize]01,17,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,加古川,神吉,282103,兵庫県,加古川市,西神吉町宮前,2021[sanitize]03[sanitize]26,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,加古川,野添,283827,兵庫県,播磨町,西野添５丁目,2021[sanitize]05[sanitize]28,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,加古川,,282031,兵庫県,明石市,大久保町大窪,2021[sanitize]08[sanitize]28,04,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,高砂,荒井,282162,兵庫県,高砂市,荒井町新浜２丁目,2021[sanitize]10[sanitize]18,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,城南,282014,兵庫県,姫路市,魚町,2021[sanitize]03[sanitize]27,04,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,姫路,姫路駅前,282014,兵庫県,姫路市,東駅前町,2021[sanitize]12[sanitize]28,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,姫路駅南,282014,兵庫県,姫路市,南駅前町,2021[sanitize]03[sanitize]26,10,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,姫路,菅生,282014,兵庫県,姫路市,,2021[sanitize]02[sanitize]13,17,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,姫路,豊国,282014,兵庫県,姫路市,飾東町豊国,2021[sanitize]02[sanitize]06,03,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,八木,282014,兵庫県,姫路市,八家,2021[sanitize]09[sanitize]30,不明,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,網干,八幡,282014,兵庫県,姫路市,広畑区西蒲田,2021[sanitize]02[sanitize]10,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,たつの,太田,284645,兵庫県,太子町,太田,2021[sanitize]11[sanitize]29,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宍粟,山崎中央,282278,兵庫県,宍粟市,山崎町今宿,2016[sanitize]09[sanitize]27,不明,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,宍粟,田井,282278,兵庫県,宍粟市,山崎町三津,2021[sanitize]05[sanitize]12,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,南但馬,市場,282251,兵庫県,朝来市,和田山町秋葉台,2021[sanitize]04[sanitize]12,15,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,豊岡,府市場,282090,兵庫県,豊岡市,日高町土居,2021[sanitize]04[sanitize]02,20,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,豊岡,来日,282090,兵庫県,豊岡市,城崎町来日,2021[sanitize]12[sanitize]17,16,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,豊岡,竹野,282090,兵庫県,豊岡市,竹野町竹野,2021[sanitize]12[sanitize]17,20,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,豊岡,豊岡駅前,282090,兵庫県,豊岡市,高屋,2021[sanitize]10[sanitize]11,17,その他,駐車（輪）場,キーあり,なし,乗用自動車
