罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,小野,小野駅前,282189,兵庫県,小野市,天神町,2023[sanitize]09[sanitize]19,18,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,三田,小野,282197,兵庫県,三田市,小野,2023[sanitize]09[sanitize]30,09,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,三田,広野,282197,兵庫県,三田市,上井沢,2023[sanitize]04[sanitize]24,03,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,東灘,深江,281018,兵庫県,神戸市東灘区,深江南町３丁目,2023[sanitize]01[sanitize]22,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町４丁目,2023[sanitize]03[sanitize]23,01,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,灘,王子公園,281026,兵庫県,神戸市灘区,城内通２丁目,2023[sanitize]09[sanitize]06,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原北町３丁目,2023[sanitize]05[sanitize]17,22,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原中町３丁目,2023[sanitize]07[sanitize]30,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葺合,二宮,281107,兵庫県,神戸市中央区,布引町２丁目,2023[sanitize]02[sanitize]26,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葺合,小野柄,281107,兵庫県,神戸市中央区,磯上通４丁目,2023[sanitize]03[sanitize]19,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葺合,小野柄,281107,兵庫県,神戸市中央区,南本町通５丁目,2023[sanitize]05[sanitize]11,22,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,生田,生田前,281107,兵庫県,神戸市中央区,加納町４丁目,2023[sanitize]04[sanitize]08,14,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2023[sanitize]03[sanitize]15,09,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,兵庫,大開,281051,兵庫県,神戸市兵庫区,大開通６丁目,2023[sanitize]03[sanitize]21,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町１丁目,2023[sanitize]02[sanitize]28,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
