罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,熊内橋通１丁目,2020[sanitize]07[sanitize]21,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,熊内橋通１丁目,2020[sanitize]08[sanitize]05,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,熊内橋通１丁目,2020[sanitize]09[sanitize]02,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,熊内橋通１丁目,2020[sanitize]10[sanitize]07,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,国香通５丁目,2020[sanitize]10[sanitize]06,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,国香通５丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]02[sanitize]05,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]04[sanitize]07,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]05[sanitize]20,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]07[sanitize]22,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]08[sanitize]04,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]08[sanitize]12,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]09[sanitize]16,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]09[sanitize]30,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町４丁目,2020[sanitize]10[sanitize]06,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町５丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町６丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通１丁目,2020[sanitize]10[sanitize]14,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]01[sanitize]08,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]01[sanitize]15,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]01[sanitize]21,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]02[sanitize]04,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]02[sanitize]12,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]02[sanitize]19,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]02[sanitize]26,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]03[sanitize]03,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]03[sanitize]11,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]03[sanitize]17,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]03[sanitize]25,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]04[sanitize]01,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]04[sanitize]15,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]04[sanitize]21,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]05[sanitize]08,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]06[sanitize]03,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]07[sanitize]15,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]08[sanitize]17,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]09[sanitize]09,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]09[sanitize]15,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]09[sanitize]23,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,住吉東町３丁目,2020[sanitize]06[sanitize]17,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2020[sanitize]05[sanitize]27,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2020[sanitize]07[sanitize]08,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2020[sanitize]07[sanitize]29,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2020[sanitize]08[sanitize]26,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2020[sanitize]09[sanitize]01,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281018,兵庫県,神戸市東灘区,御影郡家２丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,岩屋北町２丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,王子町１丁目,2020[sanitize]05[sanitize]14,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,王子町１丁目,2020[sanitize]06[sanitize]24,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,王子町１丁目,2020[sanitize]08[sanitize]18,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,王子町１丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,鹿ノ下通２丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281026,兵庫県,神戸市灘区,城の下通２丁目,2020[sanitize]05[sanitize]22,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281107,兵庫県,神戸市中央区,熊内橋通４丁目,2020[sanitize]06[sanitize]10,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281107,兵庫県,神戸市中央区,元町通６丁目,2020[sanitize]05[sanitize]15,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281107,兵庫県,神戸市中央区,元町通６丁目,2020[sanitize]06[sanitize]02,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281107,兵庫県,神戸市中央区,元町通６丁目,2020[sanitize]06[sanitize]16,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,281107,兵庫県,神戸市中央区,元町通６丁目,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,282049,兵庫県,西宮市,門戸岡田町,2020[sanitize]03[sanitize]04,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,282065,兵庫県,芦屋市,川西町,2020[sanitize]05[sanitize]12,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,282065,兵庫県,芦屋市,川西町,2020[sanitize]05[sanitize]19,不明,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葺合,,282065,兵庫県,芦屋市,川西町,2020[sanitize]10[sanitize]14,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町１丁目,2021[sanitize]06[sanitize]07,18,その他,その他,あり
窃盗,自動販売機ねらい,生田,元町駅,281107,兵庫県,神戸市中央区,海岸通１丁目,2021[sanitize]10[sanitize]28,18,その他,その他,あり
窃盗,自動販売機ねらい,生田,生田前,281107,兵庫県,神戸市中央区,加納町４丁目,2021[sanitize]08[sanitize]30,20,その他,その他,あり
窃盗,自動販売機ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地３丁目,2021[sanitize]11[sanitize]28,19,道路上,その他,なし
窃盗,自動販売機ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町１丁目,2021[sanitize]10[sanitize]29,19,その他,その他,あり
窃盗,自動販売機ねらい,兵庫,湊川,281051,兵庫県,神戸市兵庫区,水木通１丁目,2021[sanitize]10[sanitize]28,18,その他,その他,あり
窃盗,自動販売機ねらい,兵庫,熊野,281051,兵庫県,神戸市兵庫区,熊野町５丁目,2021[sanitize]11[sanitize]02,20,その他,その他,あり
窃盗,自動販売機ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町７丁目,2021[sanitize]02[sanitize]27,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台７丁目,2021[sanitize]12[sanitize]10,22,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,神戸西,出合,281115,兵庫県,神戸市西区,平野町中津,2021[sanitize]11[sanitize]13,23,その他,その他,あり
窃盗,自動販売機ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,岩岡町古郷,2021[sanitize]01[sanitize]03,17,その他,その他,あり
窃盗,自動販売機ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町古神,2021[sanitize]09[sanitize]29,18,その他,その他,なし
窃盗,自動販売機ねらい,芦屋,岩園,282065,兵庫県,芦屋市,朝日ケ丘町,2021[sanitize]11[sanitize]08,19,その他,その他,あり
窃盗,自動販売機ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,清水町,2021[sanitize]12[sanitize]01,17,その他,その他,あり
窃盗,自動販売機ねらい,西宮,二見,282049,兵庫県,西宮市,熊野町,2021[sanitize]04[sanitize]26,18,その他,その他,あり
窃盗,自動販売機ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,霞町,2021[sanitize]11[sanitize]10,20,その他,その他,あり
窃盗,自動販売機ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,霞町,2021[sanitize]11[sanitize]13,18,その他,その他,あり
窃盗,自動販売機ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,羽衣町,2021[sanitize]12[sanitize]01,17,その他,その他,あり
窃盗,自動販売機ねらい,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園本庄町,2021[sanitize]11[sanitize]05,22,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜１丁目,2021[sanitize]11[sanitize]02,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町２丁目,2021[sanitize]02[sanitize]04,14,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町２丁目,2021[sanitize]04[sanitize]26,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,2021[sanitize]04[sanitize]28,10,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町３丁目,2021[sanitize]07[sanitize]07,14,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島１丁目,2021[sanitize]07[sanitize]17,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知１丁目,2021[sanitize]07[sanitize]05,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江５丁目,2021[sanitize]09[sanitize]02,12,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町１丁目,2021[sanitize]06[sanitize]16,16,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2021[sanitize]01[sanitize]23,11,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西３丁目,2021[sanitize]06[sanitize]26,06,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽東５丁目,2021[sanitize]06[sanitize]21,10,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,口酒井２丁目,2021[sanitize]08[sanitize]22,10,その他,その他,あり
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代２丁目,2021[sanitize]07[sanitize]19,11,その他,その他,なし
窃盗,自動販売機ねらい,川西,多田東,282171,兵庫県,川西市,多田桜木２丁目,2021[sanitize]07[sanitize]19,09,その他,その他,なし
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,国崎字高畠,2021[sanitize]10[sanitize]15,18,道路上,その他,なし
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,,2021[sanitize]11[sanitize]16,13,道路上,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]02[sanitize]22,20,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]03[sanitize]17,17,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]05[sanitize]02,20,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]05[sanitize]08,06,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]06[sanitize]10,09,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]07[sanitize]16,23,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]07[sanitize]17,11,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2021[sanitize]09[sanitize]19,12,その他,その他,あり
窃盗,自動販売機ねらい,明石,西二見,282031,兵庫県,明石市,魚住町清水,2021[sanitize]02[sanitize]11,08,その他,その他,あり
窃盗,自動販売機ねらい,明石,魚住,282031,兵庫県,明石市,魚住町清水,2021[sanitize]08[sanitize]28,13,その他,その他,あり
窃盗,自動販売機ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2021[sanitize]09[sanitize]24,18,その他,その他,あり
窃盗,自動販売機ねらい,加西,網引,282201,兵庫県,加西市,網引町,2021[sanitize]03[sanitize]11,17,その他,その他,あり
窃盗,自動販売機ねらい,西脇,貴船,283657,兵庫県,多可町,八千代区下野間,2021[sanitize]06[sanitize]02,10,その他,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,上荘町井ノ口,2021[sanitize]05[sanitize]21,11,その他,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,上荘町井ノ口,2021[sanitize]08[sanitize]14,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町山角,2021[sanitize]05[sanitize]03,12,その他,その他,あり
窃盗,自動販売機ねらい,加古川,八幡,282103,兵庫県,加古川市,八幡町下村,2021[sanitize]06[sanitize]04,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,八幡,282103,兵庫県,加古川市,八幡町下村,2021[sanitize]06[sanitize]05,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2021[sanitize]04[sanitize]17,21,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2021[sanitize]10[sanitize]23,22,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2021[sanitize]11[sanitize]26,21,その他,その他,あり
窃盗,自動販売機ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町養田,2021[sanitize]02[sanitize]20,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町養田,2021[sanitize]06[sanitize]14,10,道路上,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮,2021[sanitize]03[sanitize]13,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮,2021[sanitize]04[sanitize]13,21,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮４丁目,2021[sanitize]01[sanitize]21,16,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮４丁目,2021[sanitize]01[sanitize]21,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮５丁目,2021[sanitize]09[sanitize]16,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮５丁目,2021[sanitize]12[sanitize]16,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,本荘,2021[sanitize]04[sanitize]12,13,その他,その他,あり
窃盗,自動販売機ねらい,加古川,神吉,282103,兵庫県,加古川市,東神吉町神吉,2021[sanitize]08[sanitize]30,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,神野,282103,兵庫県,加古川市,神野町福留,2021[sanitize]05[sanitize]01,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,加古,2021[sanitize]07[sanitize]09,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,加古,2021[sanitize]07[sanitize]15,16,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,北山,2021[sanitize]06[sanitize]19,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,北山,2021[sanitize]09[sanitize]15,10,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,北山,2021[sanitize]10[sanitize]02,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,中村,2021[sanitize]05[sanitize]07,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,六分一,2021[sanitize]03[sanitize]06,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,六分一,2021[sanitize]09[sanitize]17,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,和田,2021[sanitize]04[sanitize]28,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美東,283819,兵庫県,稲美町,印南,2021[sanitize]03[sanitize]20,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美東,283819,兵庫県,稲美町,野寺,2021[sanitize]08[sanitize]12,15,その他,その他,あり
窃盗,自動販売機ねらい,加古川,野添,283827,兵庫県,播磨町,大中１丁目,2021[sanitize]04[sanitize]23,11,その他,その他,あり
窃盗,自動販売機ねらい,加古川,野添,283827,兵庫県,播磨町,上野添２丁目,2021[sanitize]05[sanitize]16,23,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,野添,283827,兵庫県,播磨町,西野添３丁目,2021[sanitize]11[sanitize]12,18,その他,その他,あり
窃盗,自動販売機ねらい,高砂,米田,282162,兵庫県,高砂市,米田町島,2021[sanitize]05[sanitize]26,14,その他,その他,なし
窃盗,自動販売機ねらい,高砂,米田,282162,兵庫県,高砂市,米田町島,2021[sanitize]06[sanitize]19,10,その他,その他,なし
窃盗,自動販売機ねらい,高砂,米田,282162,兵庫県,高砂市,米田町島,2021[sanitize]06[sanitize]27,10,その他,その他,なし
窃盗,自動販売機ねらい,高砂,荒井,282162,兵庫県,高砂市,荒井町扇町,2021[sanitize]07[sanitize]01,15,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,高砂,高砂駅前,282162,兵庫県,高砂市,高砂町木曽町,2021[sanitize]07[sanitize]07,15,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,姫路,天神前,282014,兵庫県,姫路市,日出町３丁目,2021[sanitize]10[sanitize]22,17,その他,その他,あり
窃盗,自動販売機ねらい,姫路,岡町,282014,兵庫県,姫路市,龍野町２丁目,2021[sanitize]10[sanitize]23,18,その他,その他,あり
窃盗,自動販売機ねらい,姫路,岡町,282014,兵庫県,姫路市,龍野町２丁目,2021[sanitize]12[sanitize]03,17,その他,その他,あり
窃盗,自動販売機ねらい,姫路,神田,282014,兵庫県,姫路市,船橋町２丁目,2021[sanitize]12[sanitize]03,17,その他,その他,あり
