罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,20240321,11,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,20240411,7,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町１丁目,20240113,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,北町１丁目,20240608,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,菅原通７丁目,20240213,19,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,御蔵通３丁目,20240607,12,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻通１丁目,20240601,17,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,大谷,281069,兵庫県,神戸市長田区,御船通３丁目,20240429,22,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,平和台町１丁目,20240320,14,道路上,その他,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,大橋町５丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,20240515,16,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,西代通１丁目,20240308,12,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,久保町１丁目,20240322,8,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町２丁目,20240927,21,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,長田,野田,281069,兵庫県,神戸市長田区,駒ケ林町６丁目,20240303,18,道路上,その他,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,長田,野田,281069,兵庫県,神戸市長田区,長楽町２丁目,20240806,5,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,飛松町３丁目,20240313,21,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町１丁目,20241201,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町２丁目,20240710,11,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町１丁目,20240423,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,若宮,281077,兵庫県,神戸市須磨区,小寺町２丁目,20240206,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,妙法寺,281077,兵庫県,神戸市須磨区,妙法寺字高取山,20240709,18,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,神の谷１丁目,20240608,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合４丁目,20240712,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,須磨,横尾,281077,兵庫県,神戸市須磨区,横尾９丁目,20241205,20,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,泉が丘５丁目,20240515,17,道路上,その他,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山１丁目,20240220,15,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿３丁目,20240407,22,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿３丁目,20241115,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20240215,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20240908,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20241030,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20241110,18,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町字春日手,20241109,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,川原２丁目,20240413,18,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,五色山４丁目,20230801,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240718,6,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台４丁目,20240608,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台７丁目,20240711,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,20240123,22,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,20240620,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台５丁目,20240924,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台６丁目,20240320,8,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台６丁目,20240906,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,20240601,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,20240705,14,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞４丁目,20240627,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘２丁目,20240712,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台１丁目,20240415,8,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台１丁目,20241108,12,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,狩口台７丁目,20230725,1,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20231210,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20241207,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,20240119,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　今津,20240502,8,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　高津橋,20240301,5,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　高津橋,20240823,14,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　水谷,20240408,11,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷３丁目,20220920,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,出合,281115,兵庫県,神戸市西区,王塚台４丁目,20240707,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,出合,281115,兵庫県,神戸市西区,王塚台５丁目,20240705,18,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町　出合,20240302,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,神出,281115,兵庫県,神戸市西区,神出町　広谷,20240712,16,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町４丁目,20241115,16,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,20241208,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,20240425,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20240123,17,その他,その他,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20240624,4,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,20240405,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,20240328,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,20240913,19,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,押部谷町　養田,20240529,11,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240405,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc未満）
