罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽池３丁目,2025/10/12,7,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2025/10/1,20,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本１丁目,2025/11/6,9,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本８丁目,2025/10/21,16,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本８丁目,2025/11/21,20,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,鋳物師５丁目,2025/1/22,14,道路上,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,北伊丹５丁目,2025/6/12,16,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,北河原５丁目,2025/4/1,13,その他,その他,あり
窃盗,自動販売機ねらい,川西,中央,282171,兵庫県,川西市,花屋敷１丁目,2025/2/17,7,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,川西,加茂,282171,兵庫県,川西市,下加茂２丁目,2025/6/12,14,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,安倉,282146,兵庫県,宝塚市,小浜２丁目,2025/5/22,12,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面字長尾山,2025/8/21,17,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,山本,282146,兵庫県,宝塚市,口谷東３丁目,2025/5/14,12,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,山本,282146,兵庫県,宝塚市,長尾台１丁目,2025/2/12,10,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,宝塚,武庫川,282146,兵庫県,宝塚市,高司４丁目,2025/9/23,10,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,逆瀬川,282146,兵庫県,宝塚市,ゆずり葉台１丁目,2025/4/27,11,その他,その他,あり
窃盗,自動販売機ねらい,明石,本町,282031,兵庫県,明石市,本町１丁目,2025/5/29,21,道路上,その他,あり
窃盗,自動販売機ねらい,三木,吉川,282154,兵庫県,三木市,吉川町渡瀬,2025/8/7,16,その他,その他,あり
窃盗,自動販売機ねらい,加古川,別府,282103,兵庫県,加古川市,別府町緑町,2025/7/10,19,その他,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,古二階町,2025/8/27,8,その他,その他,あり
窃盗,自動販売機ねらい,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区中野田４丁目,2025/6/23,8,その他,その他,あり
窃盗,自動販売機ねらい,赤穂,大橋,282120,兵庫県,赤穂市,中広,2025/11/23,10,その他,その他,あり
