罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町３丁目,2023[sanitize]12[sanitize]03,00,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町４丁目,2023[sanitize]06[sanitize]09,19,４階建て以上共同住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町４丁目,2023[sanitize]11[sanitize]27,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,昭和通,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]08[sanitize]17,00,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,昭和通,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]10[sanitize]19,09,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]04[sanitize]19,17,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]05[sanitize]15,10,４階建て以上共同住宅,駐車（輪）場,65[sanitize]69歳,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]05[sanitize]22,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]06[sanitize]01,00,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]06[sanitize]11,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]08[sanitize]16,07,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2023[sanitize]11[sanitize]26,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2022[sanitize]11[sanitize]20,00,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]01[sanitize]16,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]02[sanitize]25,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]03[sanitize]11,17,その他の住宅（３階建て以下共同住宅等）,その他,65[sanitize]69歳,その他,施錠した
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]05[sanitize]03,15,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]07[sanitize]08,19,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]07[sanitize]18,23,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]07[sanitize]20,13,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]09[sanitize]12,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]09[sanitize]24,20,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]10[sanitize]04,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]10[sanitize]13,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]10[sanitize]27,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2023[sanitize]11[sanitize]21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉荘４丁目,2023[sanitize]09[sanitize]01,21,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉荘４丁目,2023[sanitize]11[sanitize]06,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町１丁目,2023[sanitize]06[sanitize]26,10,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町１丁目,2023[sanitize]07[sanitize]30,10,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町３丁目,2023[sanitize]05[sanitize]11,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町３丁目,2023[sanitize]10[sanitize]11,05,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町２丁目,2023[sanitize]02[sanitize]23,13,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町２丁目,2023[sanitize]04[sanitize]29,17,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町２丁目,2023[sanitize]11[sanitize]09,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町２丁目,2023[sanitize]11[sanitize]10,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町４丁目,2023[sanitize]12[sanitize]01,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田中通７丁目,2023[sanitize]11[sanitize]30,11,一戸建住宅,その他,65[sanitize]69歳,その他,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田中通８丁目,2023[sanitize]09[sanitize]09,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田中通８丁目,2023[sanitize]11[sanitize]03,18,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通３丁目,2023[sanitize]06[sanitize]29,09,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通５丁目,2023[sanitize]12[sanitize]09,23,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通６丁目,2023[sanitize]09[sanitize]10,09,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,北竹谷町３丁目,2023[sanitize]10[sanitize]04,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,玄番北之町,2023[sanitize]03[sanitize]02,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,昭和南通８丁目,2023[sanitize]08[sanitize]02,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,西本町８丁目,2023[sanitize]04[sanitize]22,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,西本町８丁目,2023[sanitize]12[sanitize]23,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,宮内町２丁目,2023[sanitize]08[sanitize]24,12,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]04[sanitize]28,09,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]05[sanitize]02,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]05[sanitize]14,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]06[sanitize]23,17,一戸建住宅,その他,65[sanitize]69歳,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]09[sanitize]09,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]09[sanitize]15,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]10[sanitize]30,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]11[sanitize]05,16,道路上,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2023[sanitize]12[sanitize]03,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町２丁目,2023[sanitize]01[sanitize]06,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町２丁目,2023[sanitize]03[sanitize]16,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町２丁目,2023[sanitize]04[sanitize]10,20,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町２丁目,2023[sanitize]05[sanitize]06,20,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町２丁目,2023[sanitize]05[sanitize]25,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町２丁目,2023[sanitize]07[sanitize]22,18,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町５丁目,2023[sanitize]05[sanitize]23,12,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町５丁目,2023[sanitize]08[sanitize]21,23,一戸建住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2023[sanitize]03[sanitize]09,08,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2023[sanitize]05[sanitize]15,21,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2023[sanitize]05[sanitize]25,18,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2023[sanitize]07[sanitize]02,21,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2023[sanitize]10[sanitize]14,17,４階建て以上共同住宅,駐車（輪）場,65[sanitize]69歳,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2023[sanitize]11[sanitize]18,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町１丁目,2023[sanitize]05[sanitize]23,06,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町１丁目,2023[sanitize]06[sanitize]24,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町１丁目,2023[sanitize]08[sanitize]11,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町１丁目,2023[sanitize]09[sanitize]01,11,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2022[sanitize]12[sanitize]30,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]01[sanitize]05,13,一戸建住宅,その他,10歳代,高校生,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]01[sanitize]12,15,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]02[sanitize]12,23,一戸建住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]03[sanitize]04,23,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]03[sanitize]27,08,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]04[sanitize]20,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]04[sanitize]30,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]05[sanitize]27,04,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]05[sanitize]28,06,その他,駐車（輪）場,60[sanitize]64歳,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]05[sanitize]29,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]06[sanitize]03,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]06[sanitize]08,08,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]06[sanitize]16,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]07[sanitize]16,21,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]09[sanitize]15,09,道路上,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2023[sanitize]10[sanitize]23,00,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2022[sanitize]10[sanitize]02,16,その他,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]02[sanitize]07,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]04[sanitize]06,00,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]05[sanitize]31,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]09[sanitize]01,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]10[sanitize]03,09,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]10[sanitize]17,01,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]11[sanitize]12,09,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2023[sanitize]11[sanitize]27,21,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町２丁目,2023[sanitize]04[sanitize]11,04,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町５丁目,2023[sanitize]01[sanitize]28,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2023[sanitize]04[sanitize]08,21,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2023[sanitize]06[sanitize]24,13,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2023[sanitize]06[sanitize]27,10,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]01[sanitize]29,10,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]02[sanitize]14,12,その他,駐車（輪）場,65[sanitize]69歳,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]05[sanitize]01,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]05[sanitize]24,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]06[sanitize]11,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]07[sanitize]11,11,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]07[sanitize]15,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]07[sanitize]20,06,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]08[sanitize]23,17,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]08[sanitize]27,12,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]09[sanitize]03,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]09[sanitize]26,09,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]10[sanitize]03,08,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2023[sanitize]11[sanitize]05,11,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,2023[sanitize]01[sanitize]13,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,2023[sanitize]10[sanitize]12,14,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,2023[sanitize]12[sanitize]02,12,４階建て以上共同住宅,駐車（輪）場,60[sanitize]64歳,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,2023[sanitize]12[sanitize]08,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2023[sanitize]01[sanitize]27,18,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2023[sanitize]06[sanitize]16,16,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2023[sanitize]09[sanitize]20,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2023[sanitize]09[sanitize]29,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部３丁目,2023[sanitize]10[sanitize]21,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2022[sanitize]12[sanitize]02,01,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]05[sanitize]19,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]06[sanitize]11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]06[sanitize]17,18,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]09[sanitize]13,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]10[sanitize]09,16,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2023[sanitize]10[sanitize]14,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島１丁目,2023[sanitize]04[sanitize]25,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島２丁目,2023[sanitize]09[sanitize]06,17,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島３丁目,2023[sanitize]03[sanitize]21,15,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島３丁目,2023[sanitize]03[sanitize]30,11,４階建て以上共同住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島３丁目,2023[sanitize]04[sanitize]06,16,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島３丁目,2023[sanitize]10[sanitize]08,14,４階建て以上共同住宅,駐車（輪）場,60[sanitize]64歳,その他,施錠せず
窃盗,自転車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺１丁目,2023[sanitize]06[sanitize]11,20,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
