罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町９丁目,2018-08-02,07,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2018-02-10,08,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2018-01-07,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2018-02-07,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2018-11-19,18,道路上,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町６丁目,2018-03-29,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2018-06-23,02,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2016-12-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2018-06-29,09,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2018-10-28,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町１丁目,2018-10-07,01,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町５丁目,2018-03-17,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,大西町２丁目,2018-04-20,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,大西町３丁目,2018-04-06,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,大西町３丁目,2018-05-28,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町１丁目,2018-04-10,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町２丁目,2018-04-09,13,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町３丁目,2018-04-02,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町３丁目,2018-10-01,09,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,栗山町１丁目,2018-04-03,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町１丁目,2018-02-26,18,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町２丁目,2018-07-03,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,塚口北,282022,兵庫県,尼崎市,武庫之荘本町３丁目,2018-08-16,23,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,塚口北,282022,兵庫県,尼崎市,武庫之荘本町３丁目,2018-10-04,21,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2018-03-15,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2018-03-23,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2018-06-27,21,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘７丁目,2018-07-14,00,一戸建住宅,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘１丁目,2018-06-07,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘１丁目,2018-06-30,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘２丁目,2018-03-14,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘７丁目,2018-08-25,21,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘７丁目,2018-12-05,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘８丁目,2018-04-07,19,道路上,その他
窃盗,部品ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘本町２丁目,2018-12-08,13,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,水堂町４丁目,2018-03-15,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,2018-04-26,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,2018-06-19,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘７丁目,2018-06-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘８丁目,2018-02-01,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘９丁目,2018-03-21,09,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１０丁目,2018-04-27,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１０丁目,2018-08-02,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１１丁目,2018-04-16,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１２丁目,2018-10-12,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽１丁目,2016-01-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽１丁目,2018-12-01,00,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2018-10-03,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,武庫之荘８丁目,2018-01-02,11,その他,その他
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,武庫之荘８丁目,2018-07-14,23,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,常松１丁目,2018-03-13,21,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,常松２丁目,2017-12-01,09,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,常吉１丁目,2018-08-06,20,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,常吉２丁目,2018-09-29,13,その他,その他
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町３丁目,2018-06-16,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2018-05-13,16,一戸建住宅,その他
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町２丁目,2018-03-21,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫の里２丁目,2018-11-27,00,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町１丁目,2018-04-06,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町１丁目,2018-04-09,14,道路上,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町３丁目,2018-05-15,20,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町３丁目,2018-07-01,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町１丁目,2018-11-24,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町２丁目,2018-03-30,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町３丁目,2018-07-09,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町１丁目,2018-09-09,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘３丁目,2018-10-12,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,上ノ島町３丁目,2018-02-22,21,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,上ノ島町３丁目,2018-07-13,20,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,行基町１丁目,2018-07-03,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,行基町１丁目,2018-12-11,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,桜ケ丘１丁目,2018-03-17,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,千僧５丁目,2018-01-25,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,千僧５丁目,2018-10-13,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央２丁目,2018-06-18,15,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,西台１丁目,2018-08-10,20,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,船原２丁目,2018-09-20,16,その他,その他
窃盗,部品ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,宮ノ前２丁目,2018-12-23,13,一戸建住宅,その他
窃盗,部品ねらい,伊丹,南本町,282073,兵庫県,伊丹市,伊丹５丁目,2018-08-25,16,道路上,ナンバープレート
窃盗,部品ねらい,伊丹,新伊丹,282073,兵庫県,伊丹市,梅ノ木２丁目,2018-01-29,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,新伊丹,282073,兵庫県,伊丹市,御願塚６丁目,2018-08-17,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,新伊丹,282073,兵庫県,伊丹市,鈴原町８丁目,2018-07-11,15,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,新伊丹,282073,兵庫県,伊丹市,昆陽東６丁目,2018-05-27,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,稲野,282073,兵庫県,伊丹市,柏木町３丁目,2018-09-07,12,道路上,ナンバープレート
窃盗,部品ねらい,伊丹,稲野,282073,兵庫県,伊丹市,若菱町２丁目,2018-07-29,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間１丁目,2018-05-05,17,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,堀池２丁目,2018-05-02,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,堀池４丁目,2018-10-18,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,南野２丁目,2018-02-10,06,その他,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,南鈴原４丁目,2018-06-23,17,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,北本町１丁目,2018-03-23,16,その他,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,北本町１丁目,2018-10-12,07,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2018-03-27,16,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2018-02-25,11,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2018-07-19,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本４丁目,2018-10-17,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本５丁目,2018-07-07,21,道路上,ナンバープレート
窃盗,部品ねらい,伊丹,神津,282073,兵庫県,伊丹市,桑津１丁目,2018-02-05,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,神津,282073,兵庫県,伊丹市,桑津１丁目,2018-03-27,13,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,北村,282073,兵庫県,伊丹市,北伊丹９丁目,2018-04-28,20,道路上,ナンバープレート
窃盗,部品ねらい,伊丹,北村,282073,兵庫県,伊丹市,北園２丁目,2017-12-31,16,その他,ナンバープレート
窃盗,部品ねらい,伊丹,北村,282073,兵庫県,伊丹市,北園２丁目,2018-10-12,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,北村,282073,兵庫県,伊丹市,北園３丁目,2018-03-07,23,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,大鹿４丁目,2018-08-12,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,東野４丁目,2017-12-26,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,東野４丁目,2018-04-16,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞ケ丘１丁目,2018-10-02,19,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞原１丁目,2017-12-30,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞穂町３丁目,2018-06-04,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞穂町３丁目,2018-07-03,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞穂町６丁目,2018-07-18,10,駐車（輪）場,なし
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘１丁目,2018-05-12,22,その他,ナンバープレート
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘５丁目,2018-08-11,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽３丁目,2018-05-28,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽５丁目,2018-08-30,14,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,千僧１丁目,2018-02-26,09,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2018-07-07,20,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2018-08-19,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2018-10-15,15,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2018-05-18,09,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2018-07-20,17,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻５丁目,2018-08-17,19,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本５丁目,2018-01-10,18,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,山田３丁目,2018-02-14,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,山田４丁目,2018-02-18,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,昆陽南５丁目,2018-07-11,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,池尻４丁目,2018-10-16,16,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西２丁目,2018-06-09,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西３丁目,2018-01-25,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2018-08-23,18,駐車（輪）場,なし
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野２丁目,2018-01-20,21,駐車（輪）場,カーナビ
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野３丁目,2015-10-19,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野４丁目,2018-08-17,21,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野５丁目,2018-03-15,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野５丁目,2018-04-15,23,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野５丁目,2018-08-15,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧４丁目,2018-03-27,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧６丁目,2018-03-05,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧６丁目,2018-03-31,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野２丁目,2018-10-21,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野３丁目,2018-09-15,14,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野６丁目,2018-07-22,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池６丁目,2018-09-08,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧南３丁目,2018-02-08,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧南３丁目,2018-04-13,00,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,川西,中央,282171,兵庫県,川西市,栄町,2018-03-21,08,駐車（輪）場,その他
窃盗,部品ねらい,川西,中央,282171,兵庫県,川西市,栄町,2018-03-24,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,中央,282171,兵庫県,川西市,中央町,2018-07-02,15,駐車（輪）場,その他
窃盗,部品ねらい,川西,中央,282171,兵庫県,川西市,花屋敷１丁目,2018-12-18,20,駐車（輪）場,その他
窃盗,部品ねらい,川西,中央,282171,兵庫県,川西市,花屋敷山手町,2018-07-12,03,道路上,なし
窃盗,部品ねらい,川西,小花,282171,兵庫県,川西市,小花２丁目,2018-03-15,07,駐車（輪）場,その他
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代１丁目,2018-03-01,17,道路上,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代４丁目,2018-05-31,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代４丁目,2018-06-04,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代４丁目,2018-11-12,17,駐車（輪）場,なし
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代４丁目,2018-11-12,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代５丁目,2018-10-23,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代６丁目,2018-06-01,16,駐車（輪）場,その他
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,東久代２丁目,2018-01-15,09,道路上,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,東久代２丁目,2018-02-13,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,日の出,282171,兵庫県,川西市,絹延町,2018-05-31,18,駐車（輪）場,その他
窃盗,部品ねらい,川西,日の出,282171,兵庫県,川西市,絹延町,2018-06-30,00,その他,その他
窃盗,部品ねらい,川西,多田西,282171,兵庫県,川西市,湯山台１丁目,2018-11-23,11,その他,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,平野３丁目,2018-01-28,10,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,多田桜木１丁目,2018-06-06,12,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,鼓が滝１丁目,2018-01-21,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,山下,282171,兵庫県,川西市,一庫２丁目,2018-08-23,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,山下,282171,兵庫県,川西市,,2018-06-08,17,その他,その他
窃盗,部品ねらい,川西,猪名川パークタウン,283011,兵庫県,猪名川町,広根字神子ノ辻,2018-06-16,18,駐車（輪）場,その他
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,加茂１丁目,2018-02-26,02,その他,ナンバープレート
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,加茂１丁目,2018-10-08,01,その他,タイヤ・ホイール
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,加茂４丁目,2018-04-29,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,加茂４丁目,2018-06-04,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,加茂６丁目,2018-06-03,14,その他,その他
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,下加茂２丁目,2018-04-28,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,南花屋敷２丁目,2018-12-06,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,南花屋敷３丁目,2018-07-21,18,駐車（輪）場,その他
窃盗,部品ねらい,川西,清和台,282171,兵庫県,川西市,清和台東２丁目,2018-02-02,07,駐車（輪）場,その他
窃盗,部品ねらい,川西,清和台,282171,兵庫県,川西市,けやき坂４丁目,2018-04-18,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,川西,清和台,282171,兵庫県,川西市,けやき坂４丁目,2018-07-13,07,駐車（輪）場,その他
窃盗,部品ねらい,川西,清和台,282171,兵庫県,川西市,けやき坂５丁目,2018-03-06,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,日生中央,282171,兵庫県,川西市,丸山台１丁目,2018-08-14,14,駐車（輪）場,その他
窃盗,部品ねらい,川西,日生中央,283011,兵庫県,猪名川町,松尾台１丁目,2018-01-05,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,,282146,兵庫県,宝塚市,中山桜台２丁目,2011-04-07,10,その他,ナンバープレート
窃盗,部品ねらい,宝塚,宝塚南口,282146,兵庫県,宝塚市,梅野町,2018-02-14,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,安倉北３丁目,2018-11-30,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面５丁目,2018-12-06,16,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,御殿山２丁目,2018-08-24,01,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,すみれガ丘２丁目,2018-10-24,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,すみれガ丘２丁目,2018-10-25,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,すみれガ丘３丁目,2018-05-09,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,すみれガ丘３丁目,2018-10-24,03,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,宝塚,逆瀬川,282146,兵庫県,宝塚市,逆瀬川１丁目,2018-05-12,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,逆瀬川,282146,兵庫県,宝塚市,逆瀬川１丁目,2018-10-27,20,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,逆瀬川,282146,兵庫県,宝塚市,末広町,2018-03-23,13,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,武庫川,282146,兵庫県,宝塚市,福井町,2018-02-17,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,武庫川,282146,兵庫県,宝塚市,美幸町,2018-06-10,10,道路上,ナンバープレート
窃盗,部品ねらい,宝塚,武庫川,282146,兵庫県,宝塚市,美幸町,2018-06-12,19,その他,ナンバープレート
窃盗,部品ねらい,宝塚,小浜,282146,兵庫県,宝塚市,今里町,2018-02-22,17,駐車（輪）場,ナンバープレート
