罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,灘,王子公園,281026,兵庫県,神戸市灘区,灘北通８丁目,2023[sanitize]02[sanitize]10,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,摩耶海岸通１丁目,2023[sanitize]01[sanitize]26,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,摩耶海岸通２丁目,2021[sanitize]08[sanitize]17,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,摩耶海岸通２丁目,2023[sanitize]01[sanitize]17,05,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,六甲台町,2023[sanitize]10[sanitize]30,14,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,灘,,281026,兵庫県,神戸市灘区,宮山町３丁目,2023[sanitize]11[sanitize]13,04,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,旭通３丁目,2023[sanitize]08[sanitize]23,19,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,その他
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通６丁目,2023[sanitize]08[sanitize]06,01,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,雲井通７丁目,2023[sanitize]10[sanitize]02,19,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,雲井通８丁目,2023[sanitize]12[sanitize]11,21,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,浜辺通６丁目,2023[sanitize]02[sanitize]12,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,二宮町４丁目,2023[sanitize]11[sanitize]09,14,その他,その他,キーなし,なし,その他
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通１丁目,2023[sanitize]04[sanitize]24,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,割塚通７丁目,2023[sanitize]03[sanitize]07,17,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,葺合,小野柄,281107,兵庫県,神戸市中央区,雲井通４丁目,2023[sanitize]01[sanitize]01,21,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,葺合,熊内,281107,兵庫県,神戸市中央区,葺合町字布引山,2023[sanitize]11[sanitize]17,16,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通３丁目,2023[sanitize]03[sanitize]31,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,デュオこうべ,281107,兵庫県,神戸市中央区,中町通３丁目,2023[sanitize]07[sanitize]14,20,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2020[sanitize]12[sanitize]20,11,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,京町,281107,兵庫県,神戸市中央区,明石町,2023[sanitize]09[sanitize]19,11,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,生田,元町通,281107,兵庫県,神戸市中央区,海岸通３丁目,2022[sanitize]11[sanitize]01,09,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,元町通,281107,兵庫県,神戸市中央区,元町通６丁目,2023[sanitize]06[sanitize]01,04,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,生田,元町駅,281107,兵庫県,神戸市中央区,北長狭通３丁目,2023[sanitize]10[sanitize]09,16,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,生田,北野,281107,兵庫県,神戸市中央区,山本通３丁目,2019[sanitize]03[sanitize]31,00,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,楠町３丁目,2023[sanitize]09[sanitize]05,03,４階建て以上共同住宅,その他,キーあり,なし,その他
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,橘通１丁目,2023[sanitize]11[sanitize]06,03,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,加納町３丁目,2022[sanitize]01[sanitize]05,13,駐車（輪）場,駐車（輪）場,キーなし,あり,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,加納町３丁目,2022[sanitize]01[sanitize]05,13,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,加納町４丁目,2023[sanitize]02[sanitize]06,19,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,加納町４丁目,2023[sanitize]10[sanitize]09,20,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通１丁目,2023[sanitize]08[sanitize]29,14,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通１丁目,2023[sanitize]09[sanitize]11,00,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通１丁目,2023[sanitize]09[sanitize]18,01,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通２丁目,2023[sanitize]09[sanitize]09,20,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通２丁目,2023[sanitize]11[sanitize]12,21,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,中山手通１丁目,2023[sanitize]03[sanitize]24,10,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,生田,諏訪山,281107,兵庫県,神戸市中央区,中山手通４丁目,2023[sanitize]07[sanitize]15,09,その他,駐車（輪）場,キーなし,あり,その他
窃盗,オートバイ盗,生田,諏訪山,281107,兵庫県,神戸市中央区,中山手通４丁目,2023[sanitize]10[sanitize]10,15,その他,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,七宮,281051,兵庫県,神戸市兵庫区,本町２丁目,2023[sanitize]09[sanitize]25,09,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅前通１丁目,2023[sanitize]03[sanitize]07,13,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅前通１丁目,2023[sanitize]06[sanitize]18,21,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,その他
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅前通５丁目,2023[sanitize]03[sanitize]24,08,駐車（輪）場,駐車（輪）場,キーなし,あり,その他
窃盗,オートバイ盗,兵庫,大開,281051,兵庫県,神戸市兵庫区,塚本通２丁目,2023[sanitize]01[sanitize]05,09,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,上庄通２丁目,2023[sanitize]05[sanitize]20,03,その他,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎町２丁目,2023[sanitize]10[sanitize]04,18,一戸建住宅,その他,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,吉田町１丁目,2023[sanitize]05[sanitize]01,08,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,佐比江町,2021[sanitize]07[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地３丁目,2023[sanitize]05[sanitize]03,14,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,西出町１丁目,2023[sanitize]06[sanitize]27,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町３丁目,2023[sanitize]04[sanitize]27,17,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町４丁目,2023[sanitize]07[sanitize]15,19,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2022[sanitize]12[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2023[sanitize]01[sanitize]15,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2023[sanitize]05[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地１丁目,2023[sanitize]06[sanitize]07,14,その他,その他,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地１丁目,2023[sanitize]10[sanitize]21,17,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,中道通１丁目,2023[sanitize]03[sanitize]09,21,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通７丁目,2023[sanitize]06[sanitize]25,14,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通６丁目,2023[sanitize]08[sanitize]03,18,その他,その他,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通８丁目,2023[sanitize]10[sanitize]27,18,一戸建住宅,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]04[sanitize]01,00,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]09[sanitize]30,02,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2023[sanitize]12[sanitize]01,16,その他,その他,キーなし,なし,その他
窃盗,オートバイ盗,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,菊水町１０丁目,2023[sanitize]05[sanitize]15,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,長田,丸山,281069,兵庫県,神戸市長田区,雲雀ケ丘３丁目,2023[sanitize]05[sanitize]08,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,久保町７丁目,2023[sanitize]08[sanitize]17,00,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,駒栄町３丁目,2023[sanitize]04[sanitize]27,09,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,庄田町２丁目,2023[sanitize]09[sanitize]06,22,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,庄田町２丁目,2023[sanitize]12[sanitize]18,17,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町７丁目,2023[sanitize]06[sanitize]21,21,一戸建住宅,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,寺池,281069,兵庫県,神戸市長田区,房王寺町３丁目,2023[sanitize]07[sanitize]07,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,高取山町２丁目,2023[sanitize]02[sanitize]03,15,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,平和台町２丁目,2023[sanitize]10[sanitize]18,19,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,北町１丁目,2023[sanitize]09[sanitize]01,10,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,菅原通７丁目,2023[sanitize]12[sanitize]02,01,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,二番町４丁目,2023[sanitize]12[sanitize]13,15,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,御蔵通２丁目,2023[sanitize]03[sanitize]17,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,その他
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,大橋町６丁目,2023[sanitize]07[sanitize]06,11,４階建て以上共同住宅,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,2023[sanitize]09[sanitize]17,16,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,2023[sanitize]10[sanitize]14,10,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,2023[sanitize]12[sanitize]14,20,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通３丁目,2023[sanitize]10[sanitize]02,07,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通３丁目,2023[sanitize]11[sanitize]03,09,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,西代通１丁目,2023[sanitize]09[sanitize]04,18,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,西代通１丁目,2023[sanitize]09[sanitize]04,20,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻通３丁目,2023[sanitize]08[sanitize]07,17,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,野田,281069,兵庫県,神戸市長田区,長楽町２丁目,2023[sanitize]09[sanitize]21,11,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,長田,281069,兵庫県,神戸市長田区,大塚町１丁目,2023[sanitize]04[sanitize]27,09,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,長田,長田,281069,兵庫県,神戸市長田区,長田町６丁目,2023[sanitize]04[sanitize]13,19,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,その他
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,2023[sanitize]10[sanitize]28,16,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,2023[sanitize]12[sanitize]01,09,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,三番町４丁目,2023[sanitize]11[sanitize]04,21,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町３丁目,2022[sanitize]10[sanitize]03,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町８丁目,2023[sanitize]10[sanitize]08,21,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町２丁目,2023[sanitize]10[sanitize]22,10,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町８丁目,2023[sanitize]10[sanitize]20,08,一戸建住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2023[sanitize]04[sanitize]07,12,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,磯馴町１丁目,2023[sanitize]10[sanitize]13,07,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,神撫町３丁目,2023[sanitize]08[sanitize]15,12,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,飛松町１丁目,2023[sanitize]08[sanitize]06,22,道路上,その他,キーあり,なし,その他
窃盗,オートバイ盗,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台１丁目,2023[sanitize]10[sanitize]17,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,なし
窃盗,オートバイ盗,須磨,若宮,281077,兵庫県,神戸市須磨区,鷹取町４丁目,2023[sanitize]06[sanitize]18,19,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,潮見台町１丁目,2023[sanitize]05[sanitize]29,07,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,須磨,,281077,兵庫県,神戸市須磨区,車字下大道,2023[sanitize]03[sanitize]12,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,垂水,上高丸,281085,兵庫県,神戸市垂水区,高丸７丁目,2023[sanitize]03[sanitize]18,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,その他
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2021[sanitize]10[sanitize]01,12,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,2023[sanitize]12[sanitize]15,19,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2023[sanitize]07[sanitize]25,19,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2023[sanitize]11[sanitize]06,09,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,平磯３丁目,2023[sanitize]11[sanitize]12,10,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,星が丘３丁目,2023[sanitize]03[sanitize]13,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,宮本町,2023[sanitize]10[sanitize]01,01,その他,その他,キーあり,なし,その他
窃盗,オートバイ盗,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町４丁目,2023[sanitize]12[sanitize]23,04,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿２丁目,2023[sanitize]11[sanitize]07,21,道路上,その他,キーなし,なし,その他
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞５丁目,2018[sanitize]06[sanitize]01,00,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞５丁目,2023[sanitize]01[sanitize]18,14,駐車（輪）場,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台１丁目,2023[sanitize]09[sanitize]19,08,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台９丁目,2023[sanitize]06[sanitize]25,23,一戸建住宅,その他,キーなし,なし,その他
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台４丁目,2023[sanitize]06[sanitize]17,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,その他
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子４丁目,2023[sanitize]11[sanitize]23,20,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,霞ケ丘４丁目,2023[sanitize]01[sanitize]21,15,一戸建住宅,その他,キーなし,なし,その他
窃盗,オートバイ盗,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,霞ケ丘７丁目,2023[sanitize]07[sanitize]01,15,駐車（輪）場,駐車（輪）場,キーなし,あり,その他
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,2023[sanitize]05[sanitize]16,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台５丁目,2022[sanitize]12[sanitize]30,17,駐車（輪）場,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町上脇,2022[sanitize]06[sanitize]22,17,その他,その他,キーあり,なし,その他
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町上脇,2023[sanitize]05[sanitize]06,09,一戸建住宅,その他,キーあり,なし,その他
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府２丁目,2022[sanitize]12[sanitize]25,22,その他,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2023[sanitize]09[sanitize]23,15,その他,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2023[sanitize]09[sanitize]03,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,その他
