罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2019-11-05,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2019-11-19,07,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2019-04-01,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,田中町,2019-06-23,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,田中町,2019-08-09,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,馬場町,2019-09-25,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2019-05-05,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2019-03-16,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2019-04-17,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2019-10-18,23,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2019-11-20,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,夙川駅前,282049,兵庫県,西宮市,大谷町,2019-01-05,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,夙川駅前,282049,兵庫県,西宮市,大谷町,2019-01-06,02,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園東山町,2019-10-11,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園若江町,2019-03-22,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,寿,282049,兵庫県,西宮市,寿町,2019-03-10,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,青木町,2019-01-09,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,河原町,2019-07-19,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,越水町,2019-01-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,西福町,2019-10-02,13,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,神明町,2019-09-18,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,津田町,2019-08-01,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮駅前,282049,兵庫県,西宮市,池田町,2019-05-25,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮駅前,282049,兵庫県,西宮市,染殿町,2019-10-28,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮駅前,282049,兵庫県,西宮市,津門大箇町,2019-02-09,04,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮駅前,282049,兵庫県,西宮市,松原町,2019-04-05,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,今津駅前,282049,兵庫県,西宮市,津門川町,2019-12-12,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,北口町,2019-03-03,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2019-02-22,10,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,二見,282049,兵庫県,西宮市,松山町,2014-07-01,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,門戸,282049,兵庫県,西宮市,林田町,2019-11-06,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,甲武橋,282049,兵庫県,西宮市,田近野町,2017-12-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,甲武橋,282049,兵庫県,西宮市,段上町８丁目,2019-06-16,21,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,甲武橋,282049,兵庫県,西宮市,樋ノ口町２丁目,2019-03-10,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,2017-03-18,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,2019-07-10,09,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原九番町,2019-01-31,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原五番町,2019-06-14,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原山手町,2019-01-11,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原山手町,2019-11-20,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,仁川百合野町,2019-08-11,13,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,本郷,282049,兵庫県,西宮市,池開町,2019-10-10,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,2019-01-23,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,本郷,282049,兵庫県,西宮市,甲子園六番町,2019-10-06,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,2019-08-08,19,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,2019-12-28,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,上甲子園２丁目,2018-08-01,10,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,2019-09-18,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,里中町１丁目,2019-11-09,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,里中町２丁目,2015-05-01,不明,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,花園町,2019-11-11,19,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,小松,282049,兵庫県,西宮市,若草町２丁目,2019-09-16,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,上田,282049,兵庫県,西宮市,上田西町,2019-02-11,17,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2019-04-28,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,中津,282049,兵庫県,西宮市,甲子園町,2019-05-21,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,浦風,282049,兵庫県,西宮市,今津上野町,2019-09-30,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,浦風,282049,兵庫県,西宮市,上甲子園４丁目,2019-11-15,20,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,浦風,282049,兵庫県,西宮市,甲子園春風町,2019-10-14,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口６丁目,2019-04-03,12,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2017-11-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-05-07,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-11-27,17,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-12-12,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-10-22,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-11-20,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2019-11-14,20,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2018-09-01,18,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2019-04-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,昭和通,282022,兵庫県,尼崎市,神田北通５丁目,2017-10-11,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,竹谷,282022,兵庫県,尼崎市,昭和南通８丁目,2019-08-03,15,道路上,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,出屋敷,282022,兵庫県,尼崎市,西本町７丁目,2019-10-03,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,中央,282022,兵庫県,尼崎市,神田中通２丁目,2019-03-04,11,道路上,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,築地２丁目,2017-06-01,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大物,282022,兵庫県,尼崎市,西大物町,2019-12-11,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘２丁目,2019-01-23,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,浜田町５丁目,2019-05-13,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,大庄北１丁目,2019-08-06,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,大庄北５丁目,2019-04-15,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,七松,282022,兵庫県,尼崎市,七松町１丁目,2019-02-16,10,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,七松,282022,兵庫県,尼崎市,西立花町２丁目,2019-06-11,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町３丁目,2019-11-08,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,大庄,282022,兵庫県,尼崎市,大島１丁目,2019-08-20,17,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町３丁目,2019-11-09,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄川田町,2019-09-01,15,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2014-01-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,武庫川町３丁目,2019-06-22,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲中通３丁目,2019-09-12,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲東通２丁目,2019-09-14,03,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬寺島１丁目,2019-05-18,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,潮江,282022,兵庫県,尼崎市,浜１丁目,2019-06-17,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,潮江,282022,兵庫県,尼崎市,浜３丁目,2019-02-23,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,神崎,282022,兵庫県,尼崎市,西川１丁目,2019-02-26,02,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,神崎,282022,兵庫県,尼崎市,西川１丁目,2019-02-26,15,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,神崎,282022,兵庫県,尼崎市,西川２丁目,2019-02-25,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,神崎,282022,兵庫県,尼崎市,西川２丁目,2019-03-01,06,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,下坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2019-09-24,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,下坂部,282022,兵庫県,尼崎市,御園３丁目,2019-09-15,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,2019-01-05,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,2019-04-11,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,上坂部,282022,兵庫県,尼崎市,御園３丁目,2019-09-15,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,食満,282022,兵庫県,尼崎市,口田中１丁目,2019-11-16,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町２丁目,2019-12-11,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2019-01-21,09,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2019-03-04,01,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町３丁目,2019-02-26,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町５丁目,2019-02-21,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,椎堂１丁目,2016-07-31,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,椎堂１丁目,2019-02-11,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能１丁目,2019-12-10,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能４丁目,2019-02-07,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町２丁目,2019-09-15,17,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2019-01-20,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町７丁目,2019-09-22,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町１丁目,2019-09-01,14,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町３丁目,2014-04-01,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,生島,282022,兵庫県,尼崎市,南武庫之荘２丁目,2019-11-16,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,生島,282022,兵庫県,尼崎市,栗山町１丁目,2018-12-29,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,生島,282022,兵庫県,尼崎市,栗山町２丁目,2017-02-01,07,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町１丁目,2019-09-22,17,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2019-04-13,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2019-12-02,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘東１丁目,2016-07-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2017-12-01,19,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１１丁目,2019-11-01,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１２丁目,2019-03-19,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽１丁目,2013-06-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽１丁目,2019-08-27,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2019-08-29,10,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町３丁目,2018-12-20,12,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町３丁目,2019-08-28,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町４丁目,2019-08-08,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町４丁目,2019-09-25,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央１丁目,2019-08-06,09,道路上,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,西台２丁目,2019-09-04,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚４丁目,2019-09-20,21,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2019-02-21,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,北村,282073,兵庫県,伊丹市,北本町２丁目,2018-12-03,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,大鹿２丁目,2019-09-06,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,池尻２丁目,2019-10-14,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽東５丁目,2019-06-29,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2019-01-26,17,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2019-11-09,22,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,西野３丁目,2019-09-28,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧３丁目,2019-08-20,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧５丁目,2019-11-02,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧６丁目,2019-08-21,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,北野３丁目,2019-08-15,11,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池１丁目,2019-02-06,20,４階建て以上共同住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池３丁目,2015-10-01,00,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池３丁目,2019-02-10,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池６丁目,2019-03-26,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,久代,282171,兵庫県,川西市,久代３丁目,2019-07-27,00,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,久代,282171,兵庫県,川西市,東久代１丁目,2019-05-30,20,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田西,282171,兵庫県,川西市,多田院西２丁目,2019-07-28,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,新田１丁目,2019-06-20,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,多田桜木２丁目,2019-01-03,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,猪名川パークタウン,283011,兵庫県,猪名川町,白金３丁目,2019-05-06,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,逆瀬川,282146,兵庫県,宝塚市,伊孑志３丁目,2019-08-01,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,武庫川,282146,兵庫県,宝塚市,高司４丁目,2016-09-21,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,向月町,2018-12-01,00,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,星の荘,2019-02-19,19,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南３丁目,2019-04-14,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南３丁目,2019-04-14,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南４丁目,2019-04-22,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
