罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町３丁目,2022[sanitize]11[sanitize]20,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町４丁目,2022[sanitize]06[sanitize]19,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北１丁目,2022[sanitize]06[sanitize]30,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島１丁目,2022[sanitize]04[sanitize]06,06,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,昭和通１丁目,2022[sanitize]11[sanitize]21,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,昭和通２丁目,2022[sanitize]06[sanitize]20,07,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,西大物町,2022[sanitize]12[sanitize]05,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,西松島町,2022[sanitize]07[sanitize]25,07,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,築地２丁目,2022[sanitize]07[sanitize]05,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,築地５丁目,2022[sanitize]12[sanitize]03,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,神田北通５丁目,2022[sanitize]08[sanitize]13,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町３丁目,2022[sanitize]08[sanitize]04,19,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町４丁目,2022[sanitize]10[sanitize]03,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町４丁目,2022[sanitize]11[sanitize]25,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2022[sanitize]09[sanitize]29,06,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,西本町８丁目,2022[sanitize]12[sanitize]10,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2022[sanitize]06[sanitize]25,09,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町５丁目,2022[sanitize]04[sanitize]25,17,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町６丁目,2021[sanitize]12[sanitize]29,11,４階建て以上共同住宅,駐車（輪）場,なし
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,瓦宮２丁目,2022[sanitize]02[sanitize]28,20,道路上,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町１丁目,2022[sanitize]05[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,御園３丁目,2021[sanitize]12[sanitize]28,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,名神町３丁目,2022[sanitize]04[sanitize]16,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,名神町３丁目,2022[sanitize]05[sanitize]03,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2022[sanitize]09[sanitize]29,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町６丁目,2022[sanitize]06[sanitize]03,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町７丁目,2022[sanitize]10[sanitize]11,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2022[sanitize]10[sanitize]03,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2022[sanitize]12[sanitize]20,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,今福１丁目,2022[sanitize]11[sanitize]07,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺２丁目,2022[sanitize]08[sanitize]08,11,駐車（輪）場,駐車（輪）場,カーナビ
窃盗,部品ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺２丁目,2022[sanitize]10[sanitize]15,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,今福２丁目,2022[sanitize]05[sanitize]31,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,梶ケ島,2022[sanitize]12[sanitize]20,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町２丁目,2022[sanitize]05[sanitize]31,15,その他,その他,その他
窃盗,部品ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町２丁目,2022[sanitize]06[sanitize]11,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]01[sanitize]24,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]01[sanitize]27,07,その他,その他,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]08[sanitize]01,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]08[sanitize]10,12,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]08[sanitize]21,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]09[sanitize]30,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]12[sanitize]12,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2022[sanitize]12[sanitize]23,09,道路上,その他,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江２丁目,2022[sanitize]01[sanitize]14,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江５丁目,2022[sanitize]08[sanitize]17,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,カーナビ
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,浜２丁目,2022[sanitize]01[sanitize]27,15,道路上,その他,その他
窃盗,部品ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,浜３丁目,2022[sanitize]04[sanitize]17,16,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,神崎町,2022[sanitize]10[sanitize]14,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,善法寺町,2022[sanitize]06[sanitize]23,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,高田町,2022[sanitize]05[sanitize]12,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,次屋３丁目,2022[sanitize]01[sanitize]03,08,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,額田町,2022[sanitize]02[sanitize]18,00,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,額田町,2022[sanitize]12[sanitize]21,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,大物町２丁目,2022[sanitize]12[sanitize]22,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲中通２丁目,2022[sanitize]11[sanitize]12,23,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲中通２丁目,2022[sanitize]11[sanitize]14,06,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲中通３丁目,2022[sanitize]05[sanitize]02,11,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能３丁目,2022[sanitize]11[sanitize]21,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能４丁目,2022[sanitize]02[sanitize]27,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能４丁目,2022[sanitize]02[sanitize]27,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,長洲西通２丁目,2022[sanitize]09[sanitize]24,18,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満１丁目,2022[sanitize]05[sanitize]28,13,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満２丁目,2022[sanitize]07[sanitize]17,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満５丁目,2022[sanitize]09[sanitize]17,00,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2021[sanitize]05[sanitize]16,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘５丁目,2022[sanitize]03[sanitize]04,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘７丁目,2022[sanitize]10[sanitize]07,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１０丁目,2022[sanitize]07[sanitize]29,03,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１０丁目,2022[sanitize]10[sanitize]20,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１１丁目,2022[sanitize]02[sanitize]28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１１丁目,2022[sanitize]09[sanitize]29,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町３丁目,2022[sanitize]01[sanitize]17,19,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町３丁目,2022[sanitize]09[sanitize]24,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町１丁目,2022[sanitize]06[sanitize]01,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町１丁目,2022[sanitize]03[sanitize]04,22,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町２丁目,2022[sanitize]09[sanitize]17,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,大西町１丁目,2022[sanitize]09[sanitize]27,05,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2022[sanitize]04[sanitize]18,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2022[sanitize]05[sanitize]06,19,一戸建住宅,その他,その他
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町１丁目,2022[sanitize]03[sanitize]31,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町２丁目,2022[sanitize]07[sanitize]30,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,栗山町１丁目,2022[sanitize]04[sanitize]27,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,生島,282022,兵庫県,尼崎市,栗山町２丁目,2022[sanitize]05[sanitize]12,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町２丁目,2022[sanitize]06[sanitize]29,09,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2022[sanitize]06[sanitize]15,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町４丁目,2022[sanitize]01[sanitize]03,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町１丁目,2022[sanitize]02[sanitize]05,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘２丁目,2022[sanitize]10[sanitize]21,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘３丁目,2022[sanitize]06[sanitize]15,14,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2022[sanitize]01[sanitize]05,09,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2022[sanitize]11[sanitize]18,19,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,武庫之荘９丁目,2022[sanitize]03[sanitize]30,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,常吉２丁目,2022[sanitize]04[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,西昆陽２丁目,2022[sanitize]11[sanitize]13,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町３丁目,2022[sanitize]10[sanitize]20,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町４丁目,2022[sanitize]10[sanitize]17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町４丁目,2022[sanitize]12[sanitize]02,21,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2022[sanitize]01[sanitize]23,13,一戸建住宅,その他,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2022[sanitize]02[sanitize]18,16,その他,その他,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2022[sanitize]03[sanitize]06,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2022[sanitize]03[sanitize]12,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2022[sanitize]08[sanitize]10,09,一戸建住宅,その他,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町３丁目,2022[sanitize]09[sanitize]10,18,一戸建住宅,その他,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2022[sanitize]10[sanitize]22,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2022[sanitize]12[sanitize]04,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎北,,282022,兵庫県,尼崎市,七松町３丁目,2022[sanitize]01[sanitize]02,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2022[sanitize]05[sanitize]21,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡２丁目,2022[sanitize]10[sanitize]08,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,南本町,282073,兵庫県,伊丹市,北本町３丁目,2022[sanitize]04[sanitize]23,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,南本町,282073,兵庫県,伊丹市,南町２丁目,2022[sanitize]09[sanitize]30,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,瑞ケ丘２丁目,2022[sanitize]08[sanitize]27,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽南１丁目,2022[sanitize]09[sanitize]27,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽南２丁目,2022[sanitize]01[sanitize]02,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2022[sanitize]01[sanitize]19,09,その他,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2022[sanitize]02[sanitize]28,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2022[sanitize]03[sanitize]07,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本４丁目,2022[sanitize]05[sanitize]19,01,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本４丁目,2022[sanitize]09[sanitize]24,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本５丁目,2022[sanitize]08[sanitize]29,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,神津,282073,兵庫県,伊丹市,桑津１丁目,2022[sanitize]04[sanitize]11,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,桜ケ丘５丁目,2022[sanitize]09[sanitize]01,21,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧４丁目,2022[sanitize]07[sanitize]28,20,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧４丁目,2022[sanitize]09[sanitize]28,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧５丁目,2022[sanitize]11[sanitize]01,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧５丁目,2022[sanitize]12[sanitize]16,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野３丁目,2022[sanitize]07[sanitize]04,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野４丁目,2022[sanitize]02[sanitize]03,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野８丁目,2022[sanitize]04[sanitize]24,05,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野８丁目,2022[sanitize]11[sanitize]22,17,その他,その他,その他
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,北野６丁目,2022[sanitize]11[sanitize]21,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池２丁目,2020[sanitize]10[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池２丁目,2021[sanitize]12[sanitize]23,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池３丁目,2020[sanitize]12[sanitize]25,07,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間２丁目,2022[sanitize]09[sanitize]15,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,堀池２丁目,2022[sanitize]06[sanitize]12,18,一戸建住宅,その他,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,南野２丁目,2022[sanitize]08[sanitize]04,09,その他,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間北４丁目,2021[sanitize]12[sanitize]28,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間北４丁目,2022[sanitize]03[sanitize]05,02,道路上,その他,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代１丁目,2022[sanitize]10[sanitize]17,02,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,久代,282171,兵庫県,川西市,久代６丁目,2022[sanitize]05[sanitize]19,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,加茂５丁目,2022[sanitize]06[sanitize]17,04,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,栄根２丁目,2022[sanitize]06[sanitize]09,20,道路上,その他,その他
窃盗,部品ねらい,川西,加茂,282171,兵庫県,川西市,南花屋敷３丁目,2022[sanitize]06[sanitize]14,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,多田院２丁目,2022[sanitize]01[sanitize]25,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,多田院２丁目,2022[sanitize]04[sanitize]10,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,西多田２丁目,2022[sanitize]02[sanitize]04,17,道路上,その他,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,多田桜木１丁目,2022[sanitize]05[sanitize]09,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田東,282171,兵庫県,川西市,多田桜木２丁目,2022[sanitize]03[sanitize]20,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田西,282171,兵庫県,川西市,矢問３丁目,2022[sanitize]06[sanitize]23,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,川西,多田西,282171,兵庫県,川西市,湯山台２丁目,2022[sanitize]02[sanitize]27,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,多田西,282171,兵庫県,川西市,多田院西２丁目,2022[sanitize]08[sanitize]12,06,その他,駐車（輪）場,その他
窃盗,部品ねらい,川西,山下,282171,兵庫県,川西市,見野３丁目,2022[sanitize]04[sanitize]30,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,川西,日の出,282171,兵庫県,川西市,火打１丁目,2022[sanitize]09[sanitize]23,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,川西,日の出,282171,兵庫県,川西市,火打２丁目,2022[sanitize]09[sanitize]11,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,川西,木津,283011,兵庫県,猪名川町,清水字長田,2022[sanitize]11[sanitize]04,15,その他,その他,その他
