罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原本町３丁目,2023/3/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,岩屋北町７丁目,2025/11/1,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,岩屋南町,2025/2/20,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶埠頭,2025/8/12,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶埠頭,2025/11/1,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶海岸通２丁目,2025/7/27,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,赤坂,281026,兵庫県,神戸市灘区,青谷町４丁目,2025/12/14,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,高羽徳井,281026,兵庫県,神戸市灘区,弓木町３丁目,2025/1/6,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,琴ノ緒町３丁目,2025/7/20,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,筒井町３丁目,2025/4/16,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,日暮通１丁目,2025/12/9,18,道路上,その他,その他
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,吾妻通４丁目,2025/2/15,7,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,南本町通６丁目,2025/10/25,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,国香通４丁目,2025/11/10,6,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,割塚通４丁目,2025/1/2,2,道路上,その他,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,北本町通１丁目,2025/11/25,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通３丁目,2023/10/1,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通３丁目,2024/12/28,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通３丁目,2025/6/15,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通４丁目,2025/11/23,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜町１丁目,2025/10/1,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜町３丁目,2025/10/28,7,道路上,その他,その他
窃盗,部品ねらい,葺合,,281018,兵庫県,神戸市東灘区,西岡本３丁目,2025/1/18,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,デュオこうべ,281107,兵庫県,神戸市中央区,相生町３丁目,2025/6/28,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2025/4/29,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2025/10/29,8,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,下山手,281107,兵庫県,神戸市中央区,花隈町,2025/7/18,17,道路上,その他,その他
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,加納町６丁目,2025/10/30,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町１丁目,2025/10/27,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,元町通,281107,兵庫県,神戸市中央区,元町高架通,2025/4/22,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,元町駅,281107,兵庫県,神戸市中央区,元町通２丁目,2025/12/25,13,道路上,その他,その他
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2025/6/22,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2025/10/26,8,道路上,その他,その他
窃盗,部品ねらい,生田,諏訪山,281107,兵庫県,神戸市中央区,中山手通４丁目,2025/10/30,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,東柳原町,2025/5/29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
窃盗,部品ねらい,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅前通５丁目,2025/1/29,13,道路上,その他,その他
窃盗,部品ねらい,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,大開通１０丁目,2025/1/19,0,道路上,その他,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,雪御所町,2025/12/3,16,道路上,その他,ナンバープレート
窃盗,部品ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,浜山通１丁目,2025/7/3,13,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎本町１丁目,2025/8/31,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎本町１丁目,2025/10/19,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎本町３丁目,2025/10/10,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地３丁目,2025/3/20,22,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町１丁目,2025/2/10,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町１丁目,2025/9/5,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2025/3/6,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,切戸町,2024/12/11,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,松原通４丁目,2025/10/10,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,明和通２丁目,2025/8/9,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,湊川,281051,兵庫県,神戸市兵庫区,水木通１丁目,2025/10/15,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通３丁目,2025/7/26,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通５丁目,2025/2/3,16,道路上,その他,その他
窃盗,部品ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町１丁目,2025/11/27,14,道路上,その他,その他
窃盗,部品ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2025/9/27,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,菊水町１０丁目,2025/10/19,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,,281051,兵庫県,神戸市兵庫区,,2024/12/9,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,上池田,281069,兵庫県,神戸市長田区,上池田１丁目,2025/4/21,22,道路上,その他,その他
窃盗,部品ねらい,長田,丸山,281069,兵庫県,神戸市長田区,長田天神町２丁目,2025/5/29,8,道路上,その他,その他
窃盗,部品ねらい,長田,丸山,281069,兵庫県,神戸市長田区,花山町２丁目,2025/10/24,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町６丁目,2025/10/30,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,久保町１丁目,2025/6/14,10,道路上,その他,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,久保町５丁目,2025/8/7,14,道路上,その他,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,久保町８丁目,2025/8/14,14,道路上,その他,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,駒ヶ林町３丁目,2025/9/6,8,道路上,その他,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,駒ヶ林町５丁目,2025/8/21,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2025/9/11,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,大橋町５丁目,2025/6/19,15,道路上,その他,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町５丁目,2025/9/11,14,道路上,その他,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町６丁目,2025/11/19,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,2025/4/22,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻通３丁目,2025/12/14,11,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池町４丁目,2025/12/11,12,道路上,その他,その他
窃盗,部品ねらい,長田,野田,281069,兵庫県,神戸市長田区,若松町１１丁目,2025/8/7,9,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,長田,長田,281069,兵庫県,神戸市長田区,長田町８丁目,2025/10/24,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町７丁目,2025/8/26,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,二番町１丁目,2025/8/26,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町５丁目,2025/5/1,16,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町７丁目,2025/4/29,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2025/8/21,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,寺田町３丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,神の谷１丁目,2025/7/29,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2025/4/8,21,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2025/8/14,15,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2025/9/7,1,道路上,その他,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,東落合２丁目,2025/8/26,4,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,竜が台４丁目,2025/8/24,15,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,弥栄台３丁目,2025/5/4,8,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,車字道谷山,2025/1/25,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,若木町３丁目,2025/6/16,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,飛松町２丁目,2025/4/29,11,道路上,その他,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,古川町１丁目,2025/5/8,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,離宮前町２丁目,2025/1/22,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,若木町１丁目,2025/1/21,22,一戸建住宅,その他,その他
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,天神町１丁目,2025/10/16,13,道路上,その他,その他
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,天神町５丁目,2025/11/26,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,垂水,上高丸,281085,兵庫県,神戸市垂水区,千鳥が丘３丁目,2024/12/1,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,霞ヶ丘７丁目,2025/2/10,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,清水が丘１丁目,2025/2/6,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,学が丘６丁目,2025/2/25,15,４階建て以上共同住宅,駐車（輪）場,なし
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2024/8/1,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2025/3/31,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2025/12/23,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町字高曽,2025/2/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,平磯１丁目,2025/6/26,13,一戸建住宅,その他,その他
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,平磯１丁目,2025/11/19,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞２丁目,2025/12/3,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘５丁目,2025/4/15,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台１丁目,2025/1/3,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台４丁目,2025/7/12,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台６丁目,2025/9/27,0,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台１丁目,2025/5/1,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,下畑町,2025/11/19,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,つつじが丘４丁目,2025/3/17,16,その他,その他,その他
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台３丁目,2025/6/17,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台２丁目,2025/4/25,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,狩口台６丁目,2025/2/1,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台５丁目,2024/11/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台６丁目,2025/2/21,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2024/6/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2024/8/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2024/12/23,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,2025/12/10,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2020/2/1,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2025/4/15,8,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2025/1/14,18,その他,駐車（輪）場,なし
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2025/1/14,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2025/6/22,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,和井取,2025/6/16,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/11/6,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/5/21,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/12/6,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2025/1/21,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2025/4/1,2,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2024/12/30,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2025/2/6,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2025/2/12,17,道路上,その他,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2025/7/11,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2025/11/5,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,岩岡町野中,2025/9/5,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡１丁目,2025/4/29,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町長坂,2025/8/20,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町３丁目,2025/9/29,1,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2025/3/10,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,春日台３丁目,2025/1/28,16,道路上,その他,その他
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,春日台３丁目,2025/7/30,15,その他,その他,その他
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,春日台８丁目,2025/7/17,14,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2025/1/30,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2025/3/1,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2025/7/11,5,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,曙町,2025/4/3,10,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町２丁目,2025/3/21,1,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町３丁目,2025/2/5,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,狩場台,281115,兵庫県,神戸市西区,櫨谷町福谷,2025/3/24,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,玉津町田中,2024/9/1,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,平野町芝崎,2025/8/1,19,その他,その他,ナンバープレート
