罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,長田,名倉,281069,兵庫県,神戸市長田区,長田天神町２丁目,2020/12/6,7,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,長田,281069,兵庫県,神戸市長田区,大塚町１丁目,2020/6/17,8,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町８丁目,2019/12/15,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町３丁目,2020/11/14,15,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,野田,281069,兵庫県,神戸市長田区,二葉町１０丁目,2020/11/30,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,大黒町３丁目,2020/2/8,19,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,板宿,281077,兵庫県,神戸市須磨区,養老町１丁目,2020/1/7,23,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2020/10/2,21,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,多井畑,281077,兵庫県,神戸市須磨区,多井畑字前所,2018/11/1,18,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合３丁目,2020/9/25,20,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,西落合４丁目,2020/11/6,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,西落合４丁目,2020/11/6,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,南落合４丁目,2020/6/22,17,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,高丸,281085,兵庫県,神戸市垂水区,大町２丁目,2020/1/15,9,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,神和台１丁目,2020/4/10,不明,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,2020/5/30,不明,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台６丁目,2020/6/21,15,道路上,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台８丁目,2020/1/3,17,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,2020/9/16,19,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町木津,2020/12/23,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町別府,2020/12/16,3,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,有馬,有馬,281093,兵庫県,神戸市北区,有馬町,2019/1/10,12,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,有馬,有野,281093,兵庫県,神戸市北区,藤原台中町１丁目,不明,不明,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,有馬,大池,281093,兵庫県,神戸市北区,西大池２丁目,2020/5/21,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台北町７丁目,2020/4/27,19,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上東町,2020/11/9,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,五葉,281093,兵庫県,神戸市北区,北五葉５丁目,2020/7/2,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,田中町,2020/7/20,18,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,戸田町,2020/9/4,12,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/6/9,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/8/30,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2020/1/15,19,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,岡田山,2020/6/5,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,森下町,2020/9/29,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮駅前,282049,兵庫県,西宮市,松原町,2020/2/19,19,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,社前,282049,兵庫県,西宮市,今津水波町,2020/9/6,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,北昭和町,2020/9/20,15,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,二見,282049,兵庫県,西宮市,二見町,2020/9/11,9,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,上之町,282049,兵庫県,西宮市,上之町,2020/1/23,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上之町,282049,兵庫県,西宮市,門前町,2020/5/20,21,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,上之町,282049,兵庫県,西宮市,門前町,2020/9/14,21,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,甲武橋,282049,兵庫県,西宮市,大島町,2020/6/29,16,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,甲東園,282049,兵庫県,西宮市,松籟荘,2020/3/28,17,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原五番町,2020/12/18,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原六番町,2020/6/24,21,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,甲子園,上田,282049,兵庫県,西宮市,上田中町,2020/9/2,18,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町６丁目,2020/4/13,7,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,昭和通,282022,兵庫県,尼崎市,神田北通５丁目,2020/9/4,17,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,中央,282022,兵庫県,尼崎市,昭和南通５丁目,2020/6/19,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘１丁目,2020/6/23,4,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘２丁目,2020/6/23,16,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉荘４丁目,2020/9/25,6,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町４丁目,2020/6/10,20,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町４丁目,2020/10/3,0,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,長洲,282022,兵庫県,尼崎市,長洲本通１丁目,2020/2/24,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町３丁目,2020/5/23,1,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,2020/7/12,17,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,食満,282022,兵庫県,尼崎市,猪名寺１丁目,2020/7/2,19,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2020/12/8,19,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2020/7/13,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町１丁目,2020/1/12,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2020/7/14,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2020/8/13,10,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町４丁目,2020/1/13,23,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2020/1/12,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町１丁目,2020/10/7,0,４階建て以上共同住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町２丁目,2020/10/2,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町４丁目,2020/3/23,19,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘１丁目,2020/1/22,12,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/5/7,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/5/29,19,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽３丁目,2020/4/7,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2020/8/23,11,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2020/11/2,6,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町４丁目,2020/8/1,18,駐車（輪）場,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,宮ノ前２丁目,2020/9/30,10,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,南本町,282073,兵庫県,伊丹市,南本町６丁目,2019/11/15,2,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚３丁目,2018/6/1,22,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,野間１丁目,2020/6/28,11,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,南野２丁目,2020/10/15,11,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,南野北３丁目,2020/7/17,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽泉町３丁目,2020/6/10,10,一戸建住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻６丁目,2020/4/2,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,西野５丁目,2016/9/1,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,久代,282171,兵庫県,川西市,久代３丁目,2020/7/27,18,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉西４丁目,2019/12/13,14,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,平井５丁目,2020/12/19,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,篠山,篠山口駅前,282219,兵庫県,丹波篠山市,味間南,2020/1/11,18,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,丹波,池谷,282235,兵庫県,丹波市,山南町池谷,2020/11/9,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大蔵,282031,兵庫県,明石市,大蔵海岸通１丁目,2020/2/20,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町ゆりのき通２丁目,2020/2/18,7,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町ゆりのき通２丁目,2020/7/30,16,その他,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町ゆりのき通３丁目,2020/8/30,16,道路上,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,明石,八木,282031,兵庫県,明石市,大久保町八木,2020/7/14,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,江井島,282031,兵庫県,明石市,大久保町西島,2020/2/2,18,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町金ケ崎,2020/1/16,12,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町西岡,2020/2/2,17,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町西岡,2020/4/29,6,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町西岡,2020/10/18,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町錦が丘３丁目,2020/2/6,13,その他,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町住吉４丁目,2019/12/1,不明,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明舞,282031,兵庫県,明石市,松が丘２丁目,2020/5/28,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明舞,282031,兵庫県,明石市,朝霧南町１丁目,2020/7/18,5,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三木,本町,282154,兵庫県,三木市,末広１丁目,2020/3/13,18,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町寺家町,2020/8/16,18,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,神野,282103,兵庫県,加古川市,神野町神野,2020/11/4,17,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町今福,2020/7/18,17,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,野口,282103,兵庫県,加古川市,野口町良野,2020/2/20,6,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2019/12/26,18,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家２丁目,2020/2/15,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,本荘,283827,兵庫県,播磨町,宮北２丁目,2020/6/8,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,本荘,283827,兵庫県,播磨町,東本荘２丁目,2020/8/8,18,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,神吉,282103,兵庫県,加古川市,東神吉町天下原,2020/6/16,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,野添,283827,兵庫県,播磨町,北古田２丁目,2020/3/16,23,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,野添,283827,兵庫県,播磨町,北野添２丁目,2020/1/15,19,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,2020/6/27,10,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
