罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町４丁目,2022[sanitize]07[sanitize]02,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲西通１丁目,2022[sanitize]03[sanitize]10,14,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺２丁目,2022[sanitize]12[sanitize]06,18,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能２丁目,2022[sanitize]02[sanitize]14,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能３丁目,2022[sanitize]05[sanitize]20,03,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能５丁目,2022[sanitize]05[sanitize]02,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,食満,282022,兵庫県,尼崎市,御園１丁目,2022[sanitize]01[sanitize]24,17,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,水堂町４丁目,2022[sanitize]11[sanitize]24,00,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2022[sanitize]11[sanitize]23,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2022[sanitize]12[sanitize]28,01,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,2022[sanitize]10[sanitize]14,06,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2022[sanitize]05[sanitize]26,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘３丁目,2022[sanitize]03[sanitize]29,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘３丁目,2022[sanitize]03[sanitize]31,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町１丁目,2022[sanitize]11[sanitize]04,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,中野,282073,兵庫県,伊丹市,西野２丁目,2022[sanitize]11[sanitize]01,18,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹３丁目,2022[sanitize]02[sanitize]19,00,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹３丁目,2022[sanitize]11[sanitize]13,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,北村,282073,兵庫県,伊丹市,下河原２丁目,2022[sanitize]03[sanitize]21,13,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,山田４丁目,2022[sanitize]11[sanitize]08,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘５丁目,2022[sanitize]08[sanitize]04,00,道路上,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊丹,野間,282073,兵庫県,伊丹市,美鈴町１丁目,2022[sanitize]11[sanitize]01,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,,,,,,2022[sanitize]09[sanitize]28,不明,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,川西,中央,282171,兵庫県,川西市,花屋敷２丁目,2022[sanitize]05[sanitize]01,17,道路上,その他,キーなし,なし,なし
窃盗,自動車盗,宝塚,仁川,282146,兵庫県,宝塚市,鹿塩２丁目,2022[sanitize]01[sanitize]12,19,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉西４丁目,2022[sanitize]06[sanitize]01,07,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面４丁目,2022[sanitize]04[sanitize]04,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,宝塚,山本,282146,兵庫県,宝塚市,口谷東１丁目,2022[sanitize]06[sanitize]07,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,山本,282146,兵庫県,宝塚市,平井山荘,2022[sanitize]07[sanitize]23,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,西山,282146,兵庫県,宝塚市,蔵人字深谷,2022[sanitize]02[sanitize]18,07,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,篠山,杉,282219,兵庫県,丹波篠山市,東吹,2022[sanitize]12[sanitize]27,14,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,篠山,篠山,282219,兵庫県,丹波篠山市,京町,2022[sanitize]08[sanitize]16,14,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,丹波,田井縄,282235,兵庫県,丹波市,青垣町栗住野,2022[sanitize]10[sanitize]21,18,その他,駐車（輪）場,キーなし,なし,その他
窃盗,自動車盗,丹波,谷川,282235,兵庫県,丹波市,山南町谷川,2022[sanitize]04[sanitize]01,00,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,丹波,香良,282235,兵庫県,丹波市,氷上町伊佐口,2021[sanitize]12[sanitize]15,21,その他,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,明石,大久保,282031,兵庫県,明石市,大久保町大窪,2022[sanitize]06[sanitize]07,00,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,林崎,282031,兵庫県,明石市,貴崎２丁目,2022[sanitize]12[sanitize]27,15,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,明石,高丘,282031,兵庫県,明石市,大久保町高丘７丁目,2022[sanitize]07[sanitize]29,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2022[sanitize]06[sanitize]29,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2022[sanitize]07[sanitize]29,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,三木,口吉川,282154,兵庫県,三木市,口吉川町桾原,2022[sanitize]11[sanitize]27,15,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,三木,本町,282154,兵庫県,三木市,跡部,2022[sanitize]02[sanitize]01,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加東,天神,282286,兵庫県,加東市,岡本,2022[sanitize]09[sanitize]11,17,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,加東,天神,282286,兵庫県,加東市,南山６丁目,2022[sanitize]06[sanitize]25,00,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,加西,富田,282201,兵庫県,加西市,西谷町,2022[sanitize]04[sanitize]20,08,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,西脇,西脇中央,282138,兵庫県,西脇市,高田井町,2022[sanitize]04[sanitize]10,17,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,西脇,西脇中央,282138,兵庫県,西脇市,高田井町,2022[sanitize]06[sanitize]24,20,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西脇,貴船,283657,兵庫県,多可町,八千代区下野間,2022[sanitize]05[sanitize]07,14,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町粟津,2022[sanitize]02[sanitize]08,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町本町,2022[sanitize]01[sanitize]30,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2022[sanitize]06[sanitize]21,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,志方,282103,兵庫県,加古川市,志方町志方町,2021[sanitize]11[sanitize]24,08,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,志方,282103,兵庫県,加古川市,志方町西中,2022[sanitize]02[sanitize]09,15,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町土山,2021[sanitize]02[sanitize]15,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町二俣,2022[sanitize]02[sanitize]07,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,加古川,神吉,282103,兵庫県,加古川市,東神吉町出河原,2022[sanitize]06[sanitize]29,10,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,稲美,283819,兵庫県,稲美町,国岡３丁目,2022[sanitize]08[sanitize]28,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,高砂,曽根,282162,兵庫県,高砂市,伊保町中筋,2022[sanitize]02[sanitize]09,15,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,高砂,曽根,282162,兵庫県,高砂市,曽根町,2022[sanitize]09[sanitize]13,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,前之庄,282014,兵庫県,姫路市,夢前町前之庄,2022[sanitize]09[sanitize]21,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,天神前,282014,兵庫県,姫路市,幸町,2022[sanitize]11[sanitize]20,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,天神前,282014,兵庫県,姫路市,日出町３丁目,2022[sanitize]05[sanitize]29,20,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,姫路駅南,282014,兵庫県,姫路市,南畝町１丁目,2022[sanitize]11[sanitize]06,07,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,野里,282014,兵庫県,姫路市,城北新町１丁目,2022[sanitize]11[sanitize]25,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,井ノ口,282014,兵庫県,姫路市,井ノ口,2022[sanitize]09[sanitize]07,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,今宿,282014,兵庫県,姫路市,西今宿３丁目,2022[sanitize]05[sanitize]20,22,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,宮,282014,兵庫県,姫路市,飾磨区細江,2022[sanitize]06[sanitize]14,11,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,東山,282014,兵庫県,姫路市,兼田,2022[sanitize]02[sanitize]25,18,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,飾磨,清水,282014,兵庫県,姫路市,飾磨区都倉１丁目,2022[sanitize]02[sanitize]27,12,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,網干,八幡,282014,兵庫県,姫路市,広畑区則直,2022[sanitize]05[sanitize]18,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,網干,天満,282014,兵庫県,姫路市,大津区大津町３丁目,2022[sanitize]12[sanitize]14,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相生,那波野,282081,兵庫県,相生市,那波野,2022[sanitize]02[sanitize]21,17,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,赤穂,高谷,282120,兵庫県,赤穂市,高野,2022[sanitize]05[sanitize]28,17,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,赤穂,高谷,282120,兵庫県,赤穂市,坂越,2022[sanitize]08[sanitize]11,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宍粟,田井,282278,兵庫県,宍粟市,波賀町有賀,2022[sanitize]11[sanitize]23,01,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,豊岡,中谷,282090,兵庫県,豊岡市,八社宮,2022[sanitize]03[sanitize]12,12,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,豊岡,野上,282090,兵庫県,豊岡市,日撫,2022[sanitize]11[sanitize]21,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,南あわじ,青木,282243,兵庫県,南あわじ市,神代地頭方,2022[sanitize]08[sanitize]04,19,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,南あわじ,青木,282243,兵庫県,南あわじ市,神代社家,2022[sanitize]01[sanitize]07,20,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
