罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,尼崎南,中央,282022,兵庫県,尼崎市,東海岸町,20241206,23,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北大物町,20240329,20,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,東初島町,20240524,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,東本町１丁目,20240329,21,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,南初島町,20240525,17,その他,その他,なし
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,南初島町,20240524,16,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,南初島町,20240525,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,20240627,14,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町４丁目,20241107,12,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄　中通５丁目,20241118,8,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,武庫川町１丁目,20241121,6,道路上,その他,あり
窃盗,自動販売機ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,長洲西通１丁目,20240529,21,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,西長洲町１丁目,20240731,12,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,杭瀬南新町３丁目,20240206,20,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬南新町２丁目,20240327,14,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬南新町３丁目,20240523,10,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,20240419,11,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江５丁目,20240112,8,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知２丁目,20241216,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,20241205,12,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,20241127,11,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,20241216,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部２丁目,20241217,3,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町２丁目,20240322,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,食満,282022,兵庫県,尼崎市,猪名寺２丁目,20240122,0,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満２丁目,20240416,11,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満３丁目,20240617,19,その他,その他,なし
窃盗,自動販売機ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町４丁目,20240830,10,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,塚口西,282022,兵庫県,尼崎市,富松町１丁目,20240327,7,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,大西町１丁目,20240328,15,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町３丁目,20240914,2,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町１丁目,20240515,9,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,20240910,16,道路上,その他,あり
窃盗,自動販売機ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町４丁目,20240909,14,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央５丁目,20240914,3,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間２丁目,20240208,11,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間７丁目,20240618,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,20240911,17,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,20241111,11,道路上,その他,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡３丁目,20240109,18,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡３丁目,20240115,1,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,20240924,16,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本６丁目,20241002,17,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本８丁目,20240423,19,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,桑津３丁目,20241121,18,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,大鹿５丁目,20240124,5,道路上,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞ケ丘３丁目,20240320,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽７丁目,20240922,21,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,20240318,10,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,20240514,14,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,20240622,10,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,20240720,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,20240924,18,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,20240622,19,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,20240920,21,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,20240924,10,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,20241031,16,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,大野２丁目,20240914,4,道路上,その他,なし
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池５丁目,20240906,14,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池７丁目,20240501,15,その他,その他,あり
窃盗,自動販売機ねらい,川西,中央,282171,兵庫県,川西市,栄町,20240725,12,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,中央,282171,兵庫県,川西市,中央町,20240430,11,道路上,その他,あり
窃盗,自動販売機ねらい,川西,小花,282171,兵庫県,川西市,小花２丁目,20240424,16,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代５丁目,20240510,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,日の出,282171,兵庫県,川西市,火打２丁目,20240501,9,道路上,その他,あり
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,緑が丘２丁目,20240222,15,その他,その他,あり
窃盗,自動販売機ねらい,川西,清和台,282171,兵庫県,川西市,柳谷,20240621,22,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,逆瀬川,282146,兵庫県,宝塚市,末広町,20240929,13,その他,その他,あり
窃盗,自動販売機ねらい,三田,三田駅前,282197,兵庫県,三田市,中町,20240119,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,小久保,282031,兵庫県,明石市,松の内１丁目,20240822,7,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,大久保,282031,兵庫県,明石市,大久保町　松陰新田,20240730,9,その他,その他,あり
窃盗,自動販売機ねらい,明石,大久保南,282031,兵庫県,明石市,大久保町　ゆりのき通３丁目,20240717,16,その他,その他,あり
窃盗,自動販売機ねらい,明石,魚住,282031,兵庫県,明石市,魚住町　住吉３丁目,20240408,11,道路上,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町　南二見,20240911,10,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町　西二見駅前１丁目,20240516,19,その他,その他,あり
窃盗,自動販売機ねらい,加東,滝野,282286,兵庫県,加東市,多井田,20231229,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町　粟津,20240608,21,その他,その他,あり
窃盗,自動販売機ねらい,小野,小野駅前,282189,兵庫県,小野市,浄谷町,20240916,7,その他,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,20240629,5,道路上,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,20240701,3,道路上,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,20240702,15,道路上,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,20240705,23,道路上,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,20240706,23,道路上,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,駅前町,20240708,0,道路上,その他,なし
窃盗,自動販売機ねらい,飾磨,白浜,282014,兵庫県,姫路市,白浜町,20240807,21,その他,その他,なし
窃盗,自動販売機ねらい,飾磨,宮,282014,兵庫県,姫路市,飾磨区　宮,20210901,0,道路上,その他,あり
窃盗,自動販売機ねらい,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区　構,20240624,19,その他,その他,あり
窃盗,自動販売機ねらい,飾磨,今宿,282014,兵庫県,姫路市,車崎１丁目,20240403,10,その他,その他,あり
窃盗,自動販売機ねらい,網干,広畑,282014,兵庫県,姫路市,広畑区　吾妻町２丁目,20200301,0,道路上,その他,あり
窃盗,自動販売機ねらい,たつの,誉田,282294,兵庫県,たつの市,誉田町　誉,20180701,9,道路上,その他,あり
窃盗,自動販売機ねらい,たつの,中垣内,282294,兵庫県,たつの市,揖西町　小犬丸,20200901,0,道路上,その他,あり
窃盗,自動販売機ねらい,たつの,中垣内,282294,兵庫県,たつの市,揖西町　小犬丸,20190701,0,道路上,その他,あり
窃盗,自動販売機ねらい,相生,上郡駅前,284815,兵庫県,上郡町,竹万,20241203,9,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,相生,矢野,282081,兵庫県,相生市,矢野町　森,20200301,0,道路上,その他,あり
窃盗,自動販売機ねらい,相生,矢野,282081,兵庫県,相生市,矢野町　森,20200701,0,道路上,その他,あり
窃盗,自動販売機ねらい,淡路,富島,282260,兵庫県,淡路市,富島,20241227,17,その他,その他,あり
窃盗,自動販売機ねらい,南あわじ,青木,282243,兵庫県,南あわじ市,志知佐礼尾,20240215,22,その他,その他,なし
窃盗,自動販売機ねらい,南あわじ,福良,282243,兵庫県,南あわじ市,潮美台１丁目,20240215,12,その他,その他,なし
