罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜３丁目,2023[sanitize]07[sanitize]06,21,その他,その他,あり
窃盗,自動販売機ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜３丁目,2023[sanitize]11[sanitize]09,18,その他,その他,あり
窃盗,自動販売機ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大塚町,2023[sanitize]01[sanitize]21,18,その他,その他,あり
窃盗,自動販売機ねらい,西宮,青木,282049,兵庫県,西宮市,河原町,2023[sanitize]04[sanitize]07,10,その他,その他,あり
窃盗,自動販売機ねらい,西宮,青木,282049,兵庫県,西宮市,大社町,2023[sanitize]09[sanitize]27,22,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,上田,282049,兵庫県,西宮市,笠屋町,2023[sanitize]12[sanitize]11,05,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口６丁目,2023[sanitize]02[sanitize]28,21,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園九番町,2023[sanitize]02[sanitize]11,20,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,中津,282049,兵庫県,西宮市,浜甲子園４丁目,2023[sanitize]04[sanitize]22,12,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,中津,282049,兵庫県,西宮市,古川町,2023[sanitize]03[sanitize]27,18,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜２丁目,2023[sanitize]02[sanitize]13,21,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜２丁目,2023[sanitize]08[sanitize]01,09,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜３丁目,2023[sanitize]10[sanitize]05,13,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,小松,282049,兵庫県,西宮市,学文殿町２丁目,2023[sanitize]03[sanitize]29,23,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2023[sanitize]04[sanitize]06,17,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2023[sanitize]10[sanitize]22,22,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,浦風,282049,兵庫県,西宮市,上甲子園３丁目,2023[sanitize]04[sanitize]28,15,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2023[sanitize]09[sanitize]22,15,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2023[sanitize]03[sanitize]17,14,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2023[sanitize]09[sanitize]13,17,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜２丁目,2023[sanitize]08[sanitize]27,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜２丁目,2023[sanitize]09[sanitize]08,20,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜２丁目,2023[sanitize]10[sanitize]28,11,その他,その他,あり
窃盗,自動販売機ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜３丁目,2023[sanitize]06[sanitize]28,13,道路上,その他,あり
窃盗,自動販売機ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2022[sanitize]10[sanitize]28,11,その他,その他,なし
窃盗,自動販売機ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町３丁目,2023[sanitize]02[sanitize]21,10,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,七松,282022,兵庫県,尼崎市,南七松町１丁目,2023[sanitize]05[sanitize]09,22,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,中央,282022,兵庫県,尼崎市,大高洲町,2023[sanitize]01[sanitize]07,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,中央,282022,兵庫県,尼崎市,大高洲町,2023[sanitize]09[sanitize]21,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,中央,282022,兵庫県,尼崎市,東海岸町,2023[sanitize]04[sanitize]25,16,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,扇町,2023[sanitize]03[sanitize]11,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,扇町,2023[sanitize]03[sanitize]22,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,扇町,2023[sanitize]10[sanitize]30,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,鶴町,2023[sanitize]08[sanitize]10,22,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町７丁目,2022[sanitize]12[sanitize]28,16,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,平左衛門町,2023[sanitize]02[sanitize]15,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,平左衛門町,2023[sanitize]07[sanitize]18,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2023[sanitize]02[sanitize]25,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,西向島町,2023[sanitize]10[sanitize]27,02,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,東浜町,2023[sanitize]02[sanitize]13,19,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北城内,2023[sanitize]04[sanitize]12,20,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,北初島町,2023[sanitize]10[sanitize]07,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島２丁目,2023[sanitize]10[sanitize]26,20,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺３丁目,2023[sanitize]10[sanitize]21,00,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町２丁目,2023[sanitize]06[sanitize]26,13,道路上,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,2023[sanitize]10[sanitize]17,23,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,2023[sanitize]12[sanitize]13,11,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江４丁目,2023[sanitize]11[sanitize]11,05,その他,その他,なし
窃盗,自動販売機ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,次屋３丁目,2023[sanitize]10[sanitize]05,10,道路上,その他,あり
窃盗,自動販売機ねらい,尼崎東,西長洲,282022,兵庫県,尼崎市,西長洲町２丁目,2023[sanitize]10[sanitize]06,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,大西町３丁目,2023[sanitize]05[sanitize]01,10,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘３丁目,2023[sanitize]11[sanitize]16,15,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町３丁目,2023[sanitize]03[sanitize]07,09,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町３丁目,2023[sanitize]10[sanitize]23,14,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,西野５丁目,2023[sanitize]06[sanitize]15,21,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北伊丹５丁目,2023[sanitize]09[sanitize]25,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽１丁目,2023[sanitize]05[sanitize]03,03,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽,282073,兵庫県,伊丹市,瑞ケ丘２丁目,2023[sanitize]01[sanitize]09,17,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本１丁目,2023[sanitize]10[sanitize]03,15,道路上,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本６丁目,2023[sanitize]09[sanitize]21,11,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,稲野,282073,兵庫県,伊丹市,御願塚７丁目,2023[sanitize]04[sanitize]21,12,道路上,その他,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池１丁目,2023[sanitize]02[sanitize]22,21,その他,その他,あり
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代１丁目,2023[sanitize]09[sanitize]06,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,多田西,282171,兵庫県,川西市,向陽台１丁目,2023[sanitize]09[sanitize]16,19,その他,その他,あり
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,緑が丘２丁目,2023[sanitize]07[sanitize]25,18,その他,その他,あり
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,緑が丘２丁目,2023[sanitize]07[sanitize]25,18,その他,その他,あり
窃盗,自動販売機ねらい,川西,日の出,282171,兵庫県,川西市,萩原台西２丁目,2023[sanitize]06[sanitize]16,14,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,中山台,282146,兵庫県,宝塚市,中山五月台１丁目,2023[sanitize]07[sanitize]20,20,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,安倉,282146,兵庫県,宝塚市,小浜１丁目,2023[sanitize]03[sanitize]06,21,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,小浜,282146,兵庫県,宝塚市,鶴の荘,2023[sanitize]11[sanitize]03,12,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,小浜,282146,兵庫県,宝塚市,売布東の町,2023[sanitize]11[sanitize]03,16,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,西山,282146,兵庫県,宝塚市,逆瀬台２丁目,2023[sanitize]05[sanitize]30,20,その他,その他,あり
窃盗,自動販売機ねらい,篠山,篠山,282219,兵庫県,丹波篠山市,郡家,2023[sanitize]10[sanitize]11,18,その他,その他,あり
窃盗,自動販売機ねらい,明石,大久保,282031,兵庫県,明石市,大久保町松陰,2023[sanitize]09[sanitize]29,18,その他,その他,あり
窃盗,自動販売機ねらい,明石,小久保,282031,兵庫県,明石市,明南町３丁目,2023[sanitize]06[sanitize]10,19,その他,その他,なし
窃盗,自動販売機ねらい,明石,明石駅前,282031,兵庫県,明石市,明石公園,2023[sanitize]09[sanitize]27,17,その他,その他,あり
窃盗,自動販売機ねらい,明石,朝霧町,282031,兵庫県,明石市,荷山町,2023[sanitize]09[sanitize]27,19,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2023[sanitize]09[sanitize]04,23,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2023[sanitize]11[sanitize]28,19,その他,その他,あり
窃盗,自動販売機ねらい,明石,西二見,282031,兵庫県,明石市,二見町西二見,2023[sanitize]09[sanitize]09,17,その他,その他,あり
窃盗,自動販売機ねらい,明石,西新町,282031,兵庫県,明石市,西新町３丁目,2023[sanitize]11[sanitize]19,10,道路上,その他,あり
窃盗,自動販売機ねらい,明石,魚住,282031,兵庫県,明石市,魚住町清水,2023[sanitize]06[sanitize]28,11,その他,その他,あり
窃盗,自動販売機ねらい,明石,魚住,282031,兵庫県,明石市,魚住町清水,2023[sanitize]10[sanitize]15,16,その他,その他,あり
窃盗,自動販売機ねらい,三木,別所,282154,兵庫県,三木市,別所町巴,2023[sanitize]05[sanitize]30,12,その他,その他,なし
窃盗,自動販売機ねらい,三木,本町,282154,兵庫県,三木市,加佐,2023[sanitize]10[sanitize]16,18,その他,その他,あり
窃盗,自動販売機ねらい,三木,本町,282154,兵庫県,三木市,福井,2023[sanitize]09[sanitize]14,12,その他,その他,あり
窃盗,自動販売機ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2023[sanitize]09[sanitize]17,23,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町粟津,2023[sanitize]09[sanitize]05,19,その他,その他,あり
窃盗,自動販売機ねらい,高砂,伊保,282162,兵庫県,高砂市,松陽２丁目,2023[sanitize]01[sanitize]30,10,その他,その他,あり
窃盗,自動販売機ねらい,高砂,荒井,282162,兵庫県,高砂市,荒井町小松原４丁目,2023[sanitize]10[sanitize]27,09,その他,その他,なし
窃盗,自動販売機ねらい,高砂,高砂駅前,282162,兵庫県,高砂市,高砂町向島町,2023[sanitize]10[sanitize]19,11,その他,その他,あり
窃盗,自動販売機ねらい,姫路,豊国,282014,兵庫県,姫路市,飾東町塩崎,2023[sanitize]01[sanitize]06,21,その他,その他,あり
窃盗,自動販売機ねらい,飾磨,別所,282014,兵庫県,姫路市,別所町佐土,2022[sanitize]12[sanitize]26,12,その他,その他,あり
窃盗,自動販売機ねらい,飾磨,白浜,282014,兵庫県,姫路市,白浜町,2023[sanitize]05[sanitize]02,19,その他,その他,あり
窃盗,自動販売機ねらい,飾磨,白浜,282014,兵庫県,姫路市,白浜町宇佐崎中２丁目,2022[sanitize]12[sanitize]29,01,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,飾磨,白浜,282014,兵庫県,姫路市,白浜町宇佐崎中２丁目,2022[sanitize]12[sanitize]29,01,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,赤穂,大橋,282120,兵庫県,赤穂市,中広,2023[sanitize]01[sanitize]06,02,その他,その他,あり
窃盗,自動販売機ねらい,赤穂,有年,282120,兵庫県,赤穂市,有年楢原,2023[sanitize]01[sanitize]14,18,その他,その他,あり
窃盗,自動販売機ねらい,宍粟,上野,282278,兵庫県,宍粟市,波賀町上野,2023[sanitize]03[sanitize]09,09,その他,その他,あり
窃盗,自動販売機ねらい,洲本,内町,282057,兵庫県,洲本市,塩屋１丁目,2023[sanitize]08[sanitize]01,09,その他,その他,あり
