罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,東本町４丁目,2020/10/3,22,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北大物町,2019/12/30,11,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大物,282022,兵庫県,尼崎市,北大物町,2020/1/3,14,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北４丁目,2020/1/29,7,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄西町２丁目,2020/3/23,6,道路上,その他,なし
窃盗,自動販売機ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄西町３丁目,2020/3/30,10,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,大浜町１丁目,2020/6/24,12,道路上,その他,なし
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,末広町１丁目,2020/1/8,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,末広町１丁目,2020/3/19,20,その他,その他,あり
窃盗,自動販売機ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,道意町６丁目,2020/9/17,10,その他,その他,なし
窃盗,自動販売機ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2020/2/13,6,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2020/8/20,21,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,今福１丁目,2020/11/20,21,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江４丁目,2020/1/13,22,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江５丁目,2020/3/27,21,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江５丁目,2020/4/6,20,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,西長洲,282022,兵庫県,尼崎市,扶桑町,2019/12/28,18,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,西長洲,282022,兵庫県,尼崎市,西長洲町１丁目,2020/7/18,14,道路上,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島３丁目,2019/9/4,11,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町２丁目,2020/3/6,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町２丁目,2020/5/5,3,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町４丁目,2020/1/6,11,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,立花町３丁目,2020/1/22,10,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,立花町３丁目,2020/2/17,4,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2020/8/1,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2020/8/1,17,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2020/1/4,21,その他,その他,あり
窃盗,自動販売機ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘本町２丁目,2020/1/1,0,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,2020/2/17,10,その他,その他,なし
窃盗,自動販売機ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫の里１丁目,2020/1/10,14,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,桜ケ丘１丁目,2020/7/20,8,道路上,その他,なし
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央１丁目,2020/2/24,15,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央１丁目,2020/5/2,15,道路上,その他,あり
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,西台３丁目,2020/2/16,22,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,昆陽東１丁目,2020/2/17,5,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,南本町,282073,兵庫県,伊丹市,南本町１丁目,2020/1/27,0,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,稲野,282073,兵庫県,伊丹市,若菱町５丁目,2020/3/26,10,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,稲野,282073,兵庫県,伊丹市,若菱町５丁目,2020/4/27,10,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,野間,282073,兵庫県,伊丹市,野間７丁目,2019/12/19,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2020/1/5,13,道路上,その他,なし
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2020/1/30,17,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2020/3/20,12,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北河原１丁目,2020/1/2,16,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞穂町５丁目,2020/1/5,23,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2019/12/28,17,その他,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2019/12/31,16,その他,その他,なし
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西４丁目,2020/3/12,21,その他,その他,あり
窃盗,自動販売機ねらい,川西,中央,282171,兵庫県,川西市,栄町,2020/1/30,21,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,小花,282171,兵庫県,川西市,小花２丁目,2020/3/25,19,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,東久代２丁目,2020/5/29,17,その他,その他,あり
窃盗,自動販売機ねらい,宝塚,逆瀬川,282146,兵庫県,宝塚市,伊孑志４丁目,2020/7/22,17,その他,その他,あり
窃盗,自動販売機ねらい,明石,本町,282031,兵庫県,明石市,本町２丁目,2020/5/13,11,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町西二見,2020/10/28,19,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019/12/29,20,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/4/10,19,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/8/12,13,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/8/13,4,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/9/3,11,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/10/17,8,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/11/5,22,その他,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/12/17,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2020/12/17,21,その他,その他,あり
窃盗,自動販売機ねらい,明石,西二見,282031,兵庫県,明石市,二見町西二見,2020/11/1,18,その他,その他,あり
窃盗,自動販売機ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2020/9/12,0,その他,その他,あり
窃盗,自動販売機ねらい,加東,社,282286,兵庫県,加東市,社,2020/9/1,15,その他,その他,あり
窃盗,自動販売機ねらい,加西,網引,282201,兵庫県,加西市,網引町,2020/8/11,9,その他,その他,あり
窃盗,自動販売機ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町友沢,2020/3/26,21,その他,その他,あり
窃盗,自動販売機ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町高畑,2020/12/19,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2020/2/16,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2020/4/7,23,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町土山,2020/8/15,5,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町土山,2020/9/15,21,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町土山,2020/10/11,21,その他,その他,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町土山,2020/11/8,1,その他,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮,2020/4/20,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,岡,2020/3/19,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,岡,2020/8/21,12,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,岡,2020/9/27,18,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,六分一,2020/8/12,18,道路上,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町池尻,2020/12/28,13,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美東,283819,兵庫県,稲美町,印南,2020/9/5,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美東,283819,兵庫県,稲美町,蛸草,2020/10/10,17,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美東,283819,兵庫県,稲美町,蛸草,2020/11/28,20,その他,その他,あり
窃盗,自動販売機ねらい,加古川,稲美東,283819,兵庫県,稲美町,森安,2020/6/2,17,その他,その他,あり
窃盗,自動販売機ねらい,高砂,伊保,282162,兵庫県,高砂市,高須,2020/8/7,18,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,高砂,曽根,282162,兵庫県,高砂市,曽根町,2020/3/21,17,その他,その他,あり
窃盗,自動販売機ねらい,高砂,高砂駅前,282162,兵庫県,高砂市,高砂町向島町,2020/5/7,11,道路上,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2020/2/29,18,その他,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅南,282014,兵庫県,姫路市,北条,2020/3/28,23,その他,その他,あり
窃盗,自動販売機ねらい,姫路,野里,282014,兵庫県,姫路市,広峰１丁目,2020/4/21,20,その他,その他,あり
窃盗,自動販売機ねらい,姫路,船津,282014,兵庫県,姫路市,船津町,2020/9/16,13,その他,その他,あり
窃盗,自動販売機ねらい,飾磨,御国野,282014,兵庫県,姫路市,四郷町山脇,2020/3/24,10,その他,その他,あり
窃盗,自動販売機ねらい,網干,広畑,282014,兵庫県,姫路市,広畑区富士町,2019/12/23,11,その他,その他,あり
窃盗,自動販売機ねらい,網干,広畑,282014,兵庫県,姫路市,広畑区富士町,2020/2/4,20,その他,その他,あり
窃盗,自動販売機ねらい,網干,広畑,282014,兵庫県,姫路市,広畑区富士町,2020/7/31,17,その他,その他,あり
窃盗,自動販売機ねらい,たつの,誉田,282294,兵庫県,たつの市,誉田町広山,2020/3/26,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,相生,矢野,282081,兵庫県,相生市,矢野町上土井,2020/3/18,8,道路上,その他,あり
窃盗,自動販売機ねらい,宍粟,田井,282278,兵庫県,宍粟市,山崎町木ノ谷,2020/6/1,3,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,豊岡,袴狭,282090,兵庫県,豊岡市,出石町袴狭,2020/8/31,11,その他,その他,あり
窃盗,自動販売機ねらい,豊岡,袴狭,282090,兵庫県,豊岡市,出石町袴狭,2020/10/25,13,その他,その他,なし
