罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎浜町,2020/2/25,7,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影石町１丁目,2020/2/3,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町３丁目,2020/11/21,15,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,灘,徳井,281026,兵庫県,神戸市灘区,徳井町５丁目,2020/11/14,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋中町４丁目,2020/9/19,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,灘,ＨＡＴ神戸灘の浜,281026,兵庫県,神戸市灘区,摩耶海岸通２丁目,2020/1/9,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,葺合,小野柄,281107,兵庫県,神戸市中央区,磯上通２丁目,2020/4/4,3,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,生田,元町通,281107,兵庫県,神戸市中央区,海岸通５丁目,2020/11/8,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通６丁目,2020/3/24,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2020/11/2,3,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,長田,長田,281069,兵庫県,神戸市長田区,林山町,2020/8/21,3,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,長田,大谷,281069,兵庫県,神戸市長田区,庄山町１丁目,2020/8/6,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,長田,平和台,281069,兵庫県,神戸市長田区,平和台町３丁目,2020/1/21,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,平和台,281069,兵庫県,神戸市長田区,宮丘町２丁目,2020/11/5,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,水笠,281069,兵庫県,神戸市長田区,神楽町２丁目,2020/11/19,15,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,須磨,妙法寺,281077,兵庫県,神戸市須磨区,車字下大道,2020/10/10,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,須磨,名谷中央,281077,兵庫県,神戸市須磨区,東落合２丁目,2020/12/10,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞１丁目,2020/9/19,22,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞４丁目,2020/6/14,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,2020/4/10,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島５丁目,2020/8/20,22,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町２丁目,2020/4/9,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2020/3/24,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府２丁目,2020/7/8,16,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2020/10/31,15,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2020/11/6,7,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2020/11/19,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸西,枝吉,281115,兵庫県,神戸市西区,枝吉２丁目,2020/6/14,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町３丁目,2020/3/7,16,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,神戸西,玉津,281115,兵庫県,神戸市西区,平野町中津,2020/1/25,19,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,神戸西,玉津,281115,兵庫県,神戸市西区,平野町福中,2020/3/1,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,玉津,281115,兵庫県,神戸市西区,宮下３丁目,2020/2/8,17,一戸建住宅,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,芦屋,打出,282065,兵庫県,芦屋市,南宮町,2020/11/10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2020/10/7,11,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,夙川駅前,282049,兵庫県,西宮市,松生町,2020/8/5,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,芦原,282049,兵庫県,西宮市,芦原町,2020/12/5,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西宮,西宮駅前,282049,兵庫県,西宮市,津門大箇町,2020/11/23,12,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,西宮中央,282049,兵庫県,西宮市,両度町,2020/11/8,13,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,小松,282049,兵庫県,西宮市,小松町２丁目,2020/11/13,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,甲子園,上田,282049,兵庫県,西宮市,上田西町,2020/6/30,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町２丁目,2020/7/23,22,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2020/6/11,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,東本町４丁目,2020/7/30,20,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,大物,282022,兵庫県,尼崎市,東大物町２丁目,2020/12/11,9,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘２丁目,2020/10/30,4,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,七松,282022,兵庫県,尼崎市,東七松町１丁目,2020/12/4,12,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎南,七松,282022,兵庫県,尼崎市,南七松町２丁目,2020/6/1,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,大庄,282022,兵庫県,尼崎市,大庄西町３丁目,2020/12/26,20,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2020/12/16,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,,282022,兵庫県,尼崎市,三反田町３丁目,2020/8/22,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬北新町１丁目,2020/1/18,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,神崎,282022,兵庫県,尼崎市,神崎町,2020/8/1,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎東,下坂部,282022,兵庫県,尼崎市,名神町３丁目,2020/10/13,15,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎東,食満,282022,兵庫県,尼崎市,猪名寺２丁目,2020/7/2,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町３丁目,2020/7/30,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能１丁目,2020/9/29,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能３丁目,2020/9/9,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,生島,282022,兵庫県,尼崎市,大西町１丁目,2020/8/29,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,生島,282022,兵庫県,尼崎市,大西町３丁目,2020/10/3,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町１丁目,2020/12/5,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘３丁目,2020/6/17,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘６丁目,2020/9/29,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/11/27,14,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘５丁目,2020/1/14,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,武庫之荘９丁目,2020/6/30,0,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,常松１丁目,2020/2/7,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2020/12/19,16,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫の里２丁目,2020/2/11,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町１丁目,2020/4/15,10,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町１丁目,2020/12/27,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,新伊丹,282073,兵庫県,伊丹市,西台５丁目,2020/7/17,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,稲野,282073,兵庫県,伊丹市,稲野町８丁目,2020/6/19,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚５丁目,2020/10/9,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚８丁目,2020/12/2,18,その他,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹３丁目,2020/7/10,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,鋳物師２丁目,2020/9/16,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘６丁目,2020/9/24,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,山田４丁目,2020/1/17,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川西,多田東,282171,兵庫県,川西市,東多田３丁目,2020/8/8,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川西,山下,282171,兵庫県,川西市,見野２丁目,2019/12/31,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,武庫川町,2020/12/17,20,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,武庫川,282146,兵庫県,宝塚市,高司２丁目,2020/11/20,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,宝塚,武庫川,282146,兵庫県,宝塚市,高松町,2020/12/21,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宝塚,小浜,282146,兵庫県,宝塚市,中筋９丁目,2020/9/6,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,宝塚,小浜,282146,兵庫県,宝塚市,米谷１丁目,2020/2/26,7,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,篠山,篠山,282219,兵庫県,丹波篠山市,西新町,2020/8/6,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,明石駅前,282031,兵庫県,明石市,大明石町１丁目,2020/11/18,14,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,小久保,282031,兵庫県,明石市,鳥羽,2020/3/8,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,八木,282031,兵庫県,明石市,大久保町八木,2020/11/17,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,魚住,282031,兵庫県,明石市,魚住町中尾,2020/4/4,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,明石,魚住,282031,兵庫県,明石市,魚住町西岡,2019/12/27,15,道路上,その他,キーなし,なし,なし
窃盗,自動車盗,明石,西二見,282031,兵庫県,明石市,魚住町清水,2020/3/17,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,西二見,282031,兵庫県,明石市,二見町西二見,2020/3/12,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,三木,大塚,282154,兵庫県,三木市,宿原,2020/4/30,14,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,三木,別所,282154,兵庫県,三木市,別所町朝日ケ丘,2020/2/7,4,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,三木,別所,282154,兵庫県,三木市,別所町石野,2020/9/10,6,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2020/1/18,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,三木,吉川,282154,兵庫県,三木市,吉川町稲田,2020/3/16,23,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,加東,滝野,282286,兵庫県,加東市,上滝野,2020/6/11,6,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加西,中野,282201,兵庫県,加西市,中野町,2020/2/26,23,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,西脇,中町,283657,兵庫県,多可町,中区鍛冶屋,2020/5/30,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町口里,2020/2/18,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,野口,282103,兵庫県,加古川市,野口町良野,2020/3/1,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
