market,tf,signal,dir,N,k_range,k_vol,H,n,mean_net_pct,win_rate,t_stat,excess_pct
BTCUSD,1h,wick,short,48,2.0,1.5,4,628,-0.206869890337524,0.4315286624203822,-3.1769329495440046,-0.0745368625182991
BTCUSD,1h,wick,short,48,2.0,1.5,24,506,-0.6348520219725188,0.44664031620553357,-4.536661342149819,-0.342685822913373
BTCUSD,1h,capit,long,48,2.0,2.0,4,937,0.013739740489451466,0.5016008537886874,0.20859655902480095,0.0814067126702268
BTCUSD,1h,capit,long,48,2.0,2.0,24,646,-0.09776930623795246,0.5046439628482973,-0.5768539034488629,-0.18993550529709805
BTCUSD,1h,capit,short,48,2.0,2.0,4,1013,-0.2617807504292487,0.4461994076999013,-5.094119678154049,-0.12944772261002382
BTCUSD,1h,capit,short,48,2.0,2.0,24,707,-0.582380245648205,0.4497878359264498,-4.229785426987935,-0.2902140465890593
BTCUSD,1h,wick,long,48,2.0,2.0,4,658,-0.08080647785004703,0.5258358662613982,-1.0667283264078506,-0.013139505669271752
BTCUSD,1h,wick,long,48,2.0,2.0,24,523,-0.27463097888172183,0.5219885277246654,-1.693642242686511,-0.3667971779408674
BTCUSD,1h,wick,short,48,2.0,2.0,4,602,-0.2101173821922331,0.4318936877076412,-3.1310113663992554,-0.07778435437300825
BTCUSD,1h,wick,short,48,2.0,2.0,24,487,-0.6544156837924097,0.4455852156057495,-4.526064144169794,-0.3622494847332639
BTCUSD,1h,capit,long,48,2.0,3.0,4,863,-0.007753019813603048,0.4947856315179606,-0.11227022919714859,0.05991395236717226
BTCUSD,1h,capit,long,48,2.0,3.0,24,604,-0.2288589286879759,0.4900662251655629,-1.3026601068396606,-0.3210251277471215
BTCUSD,1h,capit,short,48,2.0,3.0,4,883,-0.2679436445340432,0.4416761041902605,-4.945619881578388,-0.1356106167148183
BTCUSD,1h,capit,short,48,2.0,3.0,24,629,-0.7015225550651012,0.43879173290937995,-5.094656170712834,-0.40935635600595544
BTCUSD,1h,wick,long,48,2.0,3.0,4,576,-0.05988241887431979,0.53125,-0.7252453515039535,0.007784553306455513
BTCUSD,1h,wick,long,48,2.0,3.0,24,459,-0.31096166722047586,0.5098039215686274,-1.7639631823995399,-0.4031278662796214
BTCUSD,1h,wick,short,48,2.0,3.0,4,498,-0.18474566372813903,0.42570281124497994,-2.6405822932872165,-0.05241263590891415
BTCUSD,1h,wick,short,48,2.0,3.0,24,418,-0.6109126978022991,0.44019138755980863,-3.921391000758316,-0.3187464987431533
BTCUSD,1h,capit,long,48,3.0,1.5,4,528,-0.1911808800187046,0.4696969696969697,-2.2055568716576697,-0.12351390783792927
BTCUSD,1h,capit,long,48,3.0,1.5,24,417,-0.4923201012941837,0.4580335731414868,-2.6286357948124652,-0.5844863003533293
BTCUSD,1h,capit,short,48,3.0,1.5,4,543,-0.2734790759600002,0.44567219152854515,-3.817892960094931,-0.14114604814077533
BTCUSD,1h,capit,short,48,3.0,1.5,24,434,-0.6246857308718532,0.4447004608294931,-3.5779828687559716,-0.3325195318127073
BTCUSD,1h,wick,long,48,3.0,1.5,4,254,-0.06998017519373544,0.484251968503937,-0.7810147727267917,-0.0023132030129601328
BTCUSD,1h,wick,long,48,3.0,1.5,24,236,-0.22911590203680515,0.5,-1.0107111454524111,-0.3212821010959508
BTCUSD,1h,wick,short,48,3.0,1.5,4,250,-0.19227469150271692,0.392,-2.0076671470297063,-0.05994166368349205
BTCUSD,1h,wick,short,48,3.0,1.5,24,234,-0.7775697979916202,0.3974358974358974,-3.394445393977022,-0.4854035989324744
BTCUSD,1h,capit,long,48,3.0,2.0,4,528,-0.1911808800187046,0.4696969696969697,-2.2055568716576697,-0.12351390783792927
BTCUSD,1h,capit,long,48,3.0,2.0,24,417,-0.4923201012941837,0.4580335731414868,-2.6286357948124652,-0.5844863003533293
BTCUSD,1h,capit,short,48,3.0,2.0,4,540,-0.27746627642381727,0.4425925925925926,-3.8543080574320303,-0.14513324860459245
BTCUSD,1h,capit,short,48,3.0,2.0,24,431,-0.6321840671062908,0.44547563805104406,-3.6004822531324465,-0.34001786804714507
