time,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2023-01-02 10:00:00,106910.9370,1787631781.4011,1.8497,1.0575,1.9988,1.0453
2023-01-02 11:00:00,107072.4620,1791011779.1202,1.8509,1.0587,1.9826,0.8193
2023-01-02 12:00:00,106900.9630,1786926096.1655,1.8392,1.0556,1.9610,0.8359
2023-01-02 13:00:00,106652.2390,1780355197.2648,1.8404,1.0535,1.9334,0.9681
2023-01-02 14:00:00,106570.2950,1778856424.3935,1.8395,1.0549,1.9258,0.7357
2023-01-02 15:00:00,106747.2780,1785817912.5732,1.8635,1.0610,1.9690,1.0085
2023-01-02 16:00:00,106548.6220,1780202840.8138,1.8527,1.0644,1.9442,0.3762
2023-01-02 17:00:00,106738.9970,1783471149.0317,1.8563,1.0630,1.9461,2.2397
2023-01-02 18:00:00,106763.8270,1785699741.2539,1.8534,1.0628,1.9499,2.3757
2023-01-02 19:00:00,106644.5190,1784098816.1586,1.8499,1.0621,1.9449,2.0883
2023-01-02 20:00:00,106986.1660,1789241230.2906,1.8491,1.0624,1.9379,0.8146
2023-01-02 21:00:00,107119.2000,1792005076.3502,1.8503,1.0627,1.9392,3.7740
2023-01-02 22:00:00,105519.8350,1760999422.3480,1.8328,1.0587,1.9746,1.1369
2023-01-02 23:00:00,105352.2190,1756474336.0556,1.8305,1.0582,1.9647,0.5429
2023-01-03 00:00:00,105453.2340,1759380229.1912,1.8454,1.0593,1.9775,0.2497
2023-01-03 01:00:00,105398.9440,1756325843.2384,1.8527,1.0570,1.9837,0.8108
2023-01-03 02:00:00,105509.4690,1758935168.7600,1.8813,1.0601,1.9905,2.2552
2023-01-03 03:00:00,105541.8210,1760966824.8317,1.8891,1.0592,2.0053,0.7603
